# Label: Avanti Sensor 1: EMG 1->RMean->Subset Sampling frequency: 1.000000e+003 Number of points: 5000 X start: 0.000000e+000 Unit: V Domain Unit: s
X [s],Avanti Sensor 1: EMG 1->RMean->Subset [V]
3.930000e-001,-4.651899e-005
3.940000e-001,-4.892382e-006
3.950000e-001,7.864162e-006
3.960000e-001,-3.846223e-005
3.970000e-001,-6.666090e-005
3.980000e-001,-1.160635e-005
3.990000e-001,5.586904e-005
4.000000e-001,2.263489e-005
4.010000e-001,-5.424006e-005
4.020000e-001,-2.839127e-005
4.030000e-001,8.144938e-007
4.040000e-001,-1.429194e-005
4.050000e-001,-2.206793e-006
4.060000e-001,-2.369150e-005
4.070000e-001,1.054975e-005
4.080000e-001,5.849969e-006
4.090000e-001,3.874842e-005
4.100000e-001,2.733467e-005
4.110000e-001,-1.529903e-005
4.120000e-001,-7.242269e-006
4.130000e-001,-1.630613e-005
4.140000e-001,-1.362054e-005
4.150000e-001,9.206954e-006
4.160000e-001,1.430939e-007
4.170000e-001,-4.220985e-006
4.180000e-001,1.390673e-005
4.190000e-001,-2.973407e-005
4.200000e-001,-2.973407e-005
4.210000e-001,-1.630613e-005
4.220000e-001,1.150192e-006
4.230000e-001,-1.535397e-006
4.240000e-001,9.206954e-006
4.250000e-001,-1.328484e-005
4.260000e-001,2.767037e-005
4.270000e-001,3.035596e-005
4.280000e-001,3.035596e-005
4.290000e-001,2.498478e-005
4.300000e-001,8.199860e-006
4.310000e-001,9.206954e-006
4.320000e-001,-1.871095e-006
4.330000e-001,-1.597043e-005
4.340000e-001,-1.798462e-005
4.350000e-001,-1.294914e-005
4.360000e-001,-8.585068e-006
4.370000e-001,-7.577967e-006
4.380000e-001,-8.585068e-006
4.390000e-001,-1.899172e-005
4.400000e-001,-2.167730e-005
4.410000e-001,-1.832032e-005
4.420000e-001,-1.093496e-005
4.430000e-001,1.122115e-005
4.440000e-001,2.800607e-005
4.450000e-001,2.666328e-005
4.460000e-001,-1.496333e-005
4.470000e-001,-1.563474e-005
4.480000e-001,3.835781e-006
4.490000e-001,2.464908e-005
4.500000e-001,5.178573e-006
4.510000e-001,-8.640005e-007
4.520000e-001,-1.093496e-005
4.530000e-001,4.171479e-006
4.540000e-001,1.625662e-005
4.550000e-001,2.397769e-005
4.560000e-001,6.521366e-006
4.570000e-001,-7.242269e-006
4.580000e-001,1.150192e-006
4.590000e-001,4.143401e-005
4.600000e-001,2.330629e-005
4.610000e-001,-1.194205e-005
4.620000e-001,-2.637708e-005
4.630000e-001,-1.535397e-006
4.640000e-001,-4.450481e-005
4.650000e-001,-2.067021e-005
4.660000e-001,2.828683e-006
4.670000e-001,-1.362054e-005
4.680000e-001,1.323534e-005
4.690000e-001,3.941982e-005
4.700000e-001,-1.227775e-005
4.710000e-001,-4.892382e-006
4.720000e-001,2.157286e-006
4.730000e-001,-2.906267e-005
4.740000e-001,2.492984e-006
4.750000e-001,6.157592e-005
4.760000e-001,1.028668e-004
4.770000e-001,-1.871095e-006
4.780000e-001,-3.913363e-005
4.790000e-001,-1.223869e-004
4.800000e-001,-1.123159e-004
4.810000e-001,-8.920767e-006
4.820000e-001,7.970363e-005
4.830000e-001,8.037503e-005
4.840000e-001,3.874842e-005
4.850000e-001,1.692802e-005
4.860000e-001,2.800607e-005
4.870000e-001,-6.906571e-006
4.880000e-001,-6.296822e-005
4.890000e-001,-5.524715e-005
4.900000e-001,-1.865602e-005
4.910000e-001,1.659232e-005
4.920000e-001,1.860651e-005
4.930000e-001,1.821588e-006
4.940000e-001,-9.592163e-006
4.950000e-001,-4.220985e-006
4.960000e-001,2.492984e-006
4.970000e-001,5.849969e-006
4.980000e-001,-1.429194e-005
4.990000e-001,-1.832032e-005
5.000000e-001,-1.362054e-005
5.010000e-001,-4.220985e-006
5.020000e-001,1.726372e-005
5.030000e-001,1.390673e-005
5.040000e-001,2.632758e-005
5.050000e-001,2.157286e-006
5.060000e-001,-4.719039e-005
5.070000e-001,-7.242269e-006
5.080000e-001,1.122115e-005
5.090000e-001,2.934886e-005
5.100000e-001,3.807702e-005
5.110000e-001,-2.878189e-006
5.120000e-001,-3.913363e-005
5.130000e-001,-4.618330e-005
5.140000e-001,-1.093496e-005
5.150000e-001,1.994931e-005
5.160000e-001,4.546239e-005
5.170000e-001,5.956173e-005
5.180000e-001,-3.241966e-005
5.190000e-001,1.256394e-005
5.200000e-001,5.849969e-006
5.210000e-001,-4.383341e-005
5.220000e-001,1.994931e-005
5.230000e-001,1.524953e-005
5.240000e-001,-4.618330e-005
5.250000e-001,-1.926043e-007
5.260000e-001,-4.249061e-005
5.270000e-001,-9.183829e-005
5.280000e-001,-3.107687e-005
5.290000e-001,3.203445e-005
5.300000e-001,8.843180e-005
5.310000e-001,9.111739e-005
5.320000e-001,3.438434e-005
5.330000e-001,8.037503e-005
5.340000e-001,2.229920e-005
5.350000e-001,-6.061833e-005
5.360000e-001,-4.752609e-005
5.370000e-001,-4.181921e-005
5.380000e-001,-2.302010e-005
5.390000e-001,-2.604139e-005
5.400000e-001,-3.443385e-005
5.410000e-001,-7.242269e-006
5.420000e-001,1.821588e-006
5.430000e-001,-9.592163e-006
5.440000e-001,6.761849e-005
