X[s],Avanti Sensor 1: Roll 1 [degrees],X[s],Avanti Sensor 1: Pitch 1 [degrees],X[s],Avanti Sensor 1: Yaw 1 [degrees]
5.175,-150.5135457071818,5.175,1.47006988048099,5.175,-38.511968551282415
5.19,-150.4838601276835,5.19,1.265733379718503,5.19,-38.90723352353268
5.205,-150.8796861634765,5.205,1.1608812094574485,5.205,-39.25889565514919
5.22,-151.2186710955455,5.22,1.172443017361227,5.22,-39.50811141017412
5.235,-151.64196114435288,5.235,1.1782733293123462,5.235,-39.75913127082925
5.25,-151.96613163714278,5.25,1.164876088332329,5.25,-39.8970058733338
5.265,-152.45865043827553,5.265,1.1702181801318066,5.265,-40.02650973287283
5.28,-152.87794879691776,5.28,1.1668432738244392,5.28,-40.13083473177851
5.295,-153.33429106314742,5.295,1.2191605667213714,5.295,-40.116639560354805
5.31,-154.24611709973104,5.31,1.3196349680146298,5.31,-40.30705792502735
5.325,-155.14604300138078,5.325,1.3798652234833473,5.325,-40.57078923578392
5.34,-156.60556244594972,5.34,1.200675203823357,5.34,-40.976699081839826
5.355,-157.64398553182002,5.355,1.1578280445962217,5.355,-41.01198204347621
5.37,-158.4712194967695,5.37,1.129708404015608,5.37,-40.97396523885921
5.385,-159.4064062717219,5.385,1.0815034279684477,5.385,-40.870113254859234
5.4,-160.12954101831014,5.4,1.0540760122789323,5.4,-40.782660256937426
5.415,-161.2040184430901,5.415,1.1704995430464087,5.415,-40.60315672430287
5.43,-161.84796907204023,5.43,1.09348290046627,5.43,-40.365078156462395
5.445,-162.33706262176193,5.445,1.0297297955791451,5.445,-39.999001239376064
5.46,-162.82935431171686,5.46,0.9974860929094472,5.46,-39.757867527142594
5.475,-164.00623655495957,5.475,1.0625484739605349,5.475,-39.70212817739864
5.49,-166.30462981396727,5.49,0.9565117121838093,5.49,-39.60990155824193
5.505,-168.80685292320612,5.505,0.8843783039550371,5.505,-39.35951229743792
5.52,-175.33190612592904,5.52,0.9409989604059874,5.52,-38.77884824229051
5.535,-176.29988991840153,5.535,0.9571808645914645,5.535,-38.46478351585972
5.55,-175.83623440401854,5.55,0.938656094744071,5.55,-38.52660123583479
5.565,-175.8818026406689,5.565,0.935960454674376,5.565,-38.56415197311502
5.58,-175.8191263941318,5.58,0.9303654397584815,5.58,-38.5906402015428
5.595,-175.87686069524636,5.595,0.903524061133973,5.595,-38.6649160816861
5.61,-175.92682728875025,5.61,0.8934010845031403,5.61,-38.64689059340323
5.625,-175.9626956468218,5.625,0.8755620384140582,5.625,-38.62093197833543
5.64,-175.93908648877377,5.64,0.8762247491650331,5.64,-38.658812006008944
5.655,-175.95148757374267,5.655,0.8666923940835354,5.655,-38.68605179221267
5.67,-175.99949935946788,5.67,0.8673978180949883,5.67,-38.71036453118301
5.685,-176.02279920523327,5.685,0.8617811797033141,5.685,-38.73839233042756
5.7,-176.02113902150947,5.7,0.847217642082932,5.7,-38.67918779210574
5.715,-176.02295833307136,5.715,0.8405299741286376,5.715,-38.605367684016734
5.73,-175.99965781627392,5.73,0.8302827112845867,5.73,-38.51883046756141
5.745,-176.03240974608215,5.745,0.8056568364586499,5.745,-38.33573126568517
5.76,-176.42085812326854,5.76,0.7926647552987361,5.76,-38.305639114844624
5.775,-177.0307125141046,5.775,0.764360143003684,5.775,-38.21007729099621
5.79,-177.5900775251581,5.79,0.7783241493949111,5.79,-37.98779604333341
5.805,-178.72503775199402,5.805,0.825323355971116,5.805,-37.541611703944675
5.82,178.61057787140265,5.82,0.8133929366080234,5.82,-37.07738382173563
5.835,178.4372115348144,5.835,0.8553065328002831,5.835,-36.793686572315444
5.85,-179.29596768474067,5.85,0.8836246181620887,5.85,-36.34779247983825
5.865,-178.84851652183835,5.865,0.9329639498093082,5.865,-36.1073990321113
5.88,-179.99476519491301,5.88,0.8864100461108768,5.88,-35.92794058573201
5.895,179.0810221688193,5.895,0.9736387234574556,5.895,-35.865787094796325
5.91,179.38597898597607,5.91,0.9728483583279244,5.91,-35.77907851522049
5.925,-179.46778978129697,5.925,0.9865099716438674,5.925,-35.66094031869551
5.94,-179.30439095557742,5.94,0.9556618792835737,5.94,-35.59358140914813
5.955,179.83185053220987,5.955,0.9438671785310137,5.955,-35.56591158987872
5.97,179.34456712502708,5.97,0.9584857039898165,5.97,-35.563875787992636
5.985,179.5839303767684,5.985,0.9406911507851397,5.985,-35.53724205878728
6.0,-179.53174218484548,6.0,0.9717014507191758,6.0,-35.571027182113845
6.015,-179.3941506989733,6.015,0.9468620270684416,6.015,-35.570131992346944
6.03,179.87418043052398,6.03,0.9254383358051618,6.03,-35.560671749913126
6.045,179.44328801577635,6.045,0.9091978306492398,6.045,-35.55543168631743
6.06,179.87109211364495,6.06,0.8901419988847984,6.06,-35.53350212036397
6.075,-179.5606904081342,6.075,0.9346595147914575,6.075,-35.49148709358103
6.09,-179.48711958954547,6.09,0.9179829174807526,6.09,-35.46671018776018
6.105,179.85715652876274,6.105,0.8681804126150584,6.105,-35.468322569611644
6.12,179.51155818898155,6.12,0.8637299084236262,6.12,-35.453412564828895
6.135,179.98606980087914,6.135,0.8566364695463496,6.135,-35.41134284445868
6.15,-179.55130816725378,6.15,0.8853031074250033,6.15,-35.3893634411954
6.165,-179.59109788744945,6.165,0.875763988672485,6.165,-35.38564852797339
6.18,179.75489040746152,6.18,0.8216728075679215,6.18,-35.3615025578939
6.195,179.57522940760708,6.195,0.806462901698087,6.195,-35.3477318274555
6.21,-179.87609180253045,6.21,0.8049546869041042,6.21,-35.33051809593886
6.225,-179.57968986142015,6.225,0.8246555284472447,6.225,-35.342344352525764
6.24,-179.9435978729166,6.24,0.7968714902567674,6.24,-35.372712403382344
6.255,179.6537167062114,6.255,0.7760094767790642,6.255,-35.38074041710781
6.27,179.7314945118904,6.27,0.7818483702521504,6.27,-35.38786781480435
6.285,-179.7285754125128,6.285,0.8018580683429235,6.285,-35.40040464232954
6.3,-179.69008813889704,6.3,0.8005407728123678,6.3,-35.398622101477045
6.315,179.79505225305033,6.315,0.7607294377238099,6.315,-35.41892911611316
6.33,179.65308270723634,6.33,0.7634738532712946,6.33,-35.43637628404754
6.345,179.96024661828463,6.345,0.7593073126296648,6.345,-35.428139738231955
6.36,-179.70342378323443,6.36,0.7729832943477476,6.36,-35.41204956365356
6.375,-179.95282563728173,6.375,0.7408153652774221,6.375,-35.42017945670631
6.39,179.66701115824299,6.39,0.7258781904479809,6.39,-35.436194830811914
6.405,179.84304007772712,6.405,0.7195775991706198,6.405,-35.42615278041903
6.42,-179.8276120791554,6.42,0.7358319585993852,6.42,-35.4190402684144
6.435,-179.90096282444372,6.435,0.722276741767285,6.435,-35.41621388471344
6.45,179.7741045905518,6.45,0.7075071719938348,6.45,-35.41455750456129
6.465,179.7585855080067,6.465,0.6998874764657528,6.465,-35.409823358095124
6.48,-179.94647441300907,6.48,0.7052456435658587,6.48,-35.415868072628065
6.495,-179.879009296109,6.495,0.7062109374301548,6.495,-35.40538574304256
6.51,179.83448955066626,6.51,0.6831896957128838,6.51,-35.40514188676883
6.525,179.67105679469125,6.525,0.6757685765372686,6.525,-35.39308334739799
6.54,179.92273111076045,6.54,0.6769037408439215,6.54,-35.353098202616515
6.555,-179.8603550233483,6.555,0.6927808728925636,6.555,-35.330099138623886
6.57,179.91828923443538,6.57,0.6757399583518813,6.57,-35.305752351033014
6.585,179.71007921793884,6.585,0.6678730042037665,6.585,-35.29995500984618
6.6,179.7299770738655,6.6,0.6688562539374238,6.6,-35.29958638209579
6.615,-179.97752216257953,6.615,0.6710994650498797,6.615,-35.31569047305848
6.63,-179.9298960062636,6.63,0.6710895129933069,6.63,-35.27766595716115
6.645,179.79584989315282,6.645,0.6422947678381616,6.645,-35.2649138461217
6.66,179.70708670358422,6.66,0.6440416799684594,6.66,-35.28663802485694
6.675,179.87290147164816,6.675,0.6428751887041856,6.675,-35.29364776987986
6.69,-179.94579231754463,6.69,0.6445797423371993,6.69,-35.269411916045186
6.705,179.98005430419008,6.705,0.6345045874778588,6.705,-35.2275992012057
6.72,179.75319485495328,6.72,0.6241573894907517,6.72,-35.24489358122272
6.735,179.7411879873054,6.735,0.6185296157920587,6.735,-35.22019303633365
6.75,179.9360573814663,6.75,0.6221268841756907,6.75,-35.17974844236848
6.765,-179.95395545445695,6.765,0.61904969895382,6.765,-35.14728358166985
6.78,179.90897635599185,6.78,0.6028811316235416,6.78,-35.13596641819764
6.795,179.74461930207545,6.795,0.5950202762947655,6.795,-35.14542424086258
6.81,179.77966764879625,6.81,0.5932333075185608,6.81,-35.15579423101796
6.825,179.96228136800164,6.825,0.5921817703396685,6.825,-35.15272918030029
6.84,179.9983777713861,6.84,0.5900798555775703,6.84,-35.14244694731346
6.855,179.86329612213385,6.855,0.5804416323274098,6.855,-35.11910138099732
6.87,179.74948211785394,6.87,0.5664587718977758,6.87,-35.14409689102404
6.885,179.80244215590795,6.885,0.5701464471394918,6.885,-35.17877837595491
6.9,179.9723668332813,6.9,0.5696749560589338,6.9,-35.21814456164084
6.915,179.97993561878178,6.915,0.5636413952465259,6.915,-35.20884643174808
6.93,179.81659587598895,6.93,0.5552554268159883,6.93,-35.18645957561984
6.945,179.77492945186958,6.945,0.5541965367757488,6.945,-35.158306813819
6.96,179.8254313590243,6.96,0.5512707782421729,6.96,-35.14216611989304
6.975,179.95593988699537,6.975,0.5488020899122318,6.975,-35.17719127820027
6.99,179.9503664593878,6.99,0.5445317317236626,6.99,-35.201131782606986
7.005,179.8110491312258,7.005,0.5336472254558585,7.005,-35.18257415354409
7.02,179.7828791508516,7.02,0.5225567096010952,7.02,-35.173084741799144
7.035,179.8338216746021,7.035,0.5242188174168186,7.035,-35.177278577556606
7.05,179.9476150910024,7.05,0.5205438484971837,7.05,-35.19570932286037
7.065,179.91851945851508,7.065,0.520867316961766,7.065,-35.19846825493326
7.08,179.8008544767064,7.08,0.5111242113708174,7.08,-35.19075213797672
7.095,179.79290763360123,7.095,0.507409761102628,7.095,-35.17393857948343
7.11,178.9800228634346,7.11,0.5126206353001087,7.11,-35.300275006260485
7.125,178.03258226829695,7.125,0.5683700587592342,7.125,-35.71323596805905
7.14,177.6570263021344,7.14,0.5417202214141312,7.14,-35.8725186291577
7.155,177.50077289461436,7.155,0.5046753472768719,7.155,-35.89901433357248
7.17,177.38871145740464,7.17,0.4814699579268112,7.17,-35.86577375102161
7.185,177.34205336589017,7.185,0.4928827122937177,7.185,-35.93359649433164
7.2,177.2924717982613,7.2,0.5000184505180196,7.2,-35.963408446087854
7.215,177.13065753245644,7.215,0.49816440027318243,7.215,-35.914108566925556
7.23,176.88797659516513,7.23,0.5122119069425547,7.23,-35.9026906482806
7.245,176.8949561417549,7.245,0.5088185454487733,7.245,-35.91030993782823
7.26,176.79375827293293,7.26,0.5090115549270052,7.26,-35.928305979592174
7.275,176.63768460346836,7.275,0.5060040984326117,7.275,-35.918912306337205
7.29,176.42202442544865,7.29,0.49294113312924154,7.29,-35.8296275822507
7.305,176.2558411371543,7.305,0.5054358961013443,7.305,-35.677194617105165
7.32,176.19674981540396,7.32,0.5110016440163639,7.32,-35.583867918158184
7.335,175.9966246099658,7.335,0.5198221092383972,7.335,-35.44220034639786
7.35,175.81033062110157,7.35,0.5222619867896008,7.35,-35.423229504017705
7.365,175.32129841441554,7.365,0.5505123860839793,7.365,-35.43837444868417
7.38,174.888336243575,7.38,0.558639913856791,7.38,-35.38242949161972
7.395,174.4033452247057,7.395,0.5400324284483174,7.395,-35.3079083867504
7.41,173.77447639416638,7.41,0.5645399120105113,7.41,-35.346523219067095
7.425,173.11586292773126,7.425,0.5424490849300277,7.425,-35.22034066015902
7.44,171.98718541590293,7.44,0.5081237413761801,7.44,-34.9063795898754
7.455,171.0595213933491,7.455,0.4615326905438065,7.455,-34.67355023742918
7.47,169.94458645990642,7.47,0.431666294335391,7.47,-34.31248838012374
7.485,168.30725928183787,7.485,0.5428587085836007,7.485,-33.833799358137384
7.5,166.99803575648016,7.5,0.39817671610769606,7.5,-33.5951924058853
7.515,165.0508151885595,7.515,0.397475736238236,7.515,-33.49171158553697
7.53,163.43626008398064,7.53,0.6593938156127563,7.53,-33.49826989531458
7.545,161.22085458052598,7.545,0.9572635778388426,7.545,-33.63085536912841
7.56,159.47400522059894,7.56,0.7115765654112727,7.56,-33.85242334011371
7.575,157.6988544644793,7.575,0.8170863893132397,7.575,-34.04145879959998
7.59,154.94970992022388,7.59,0.8453634191097903,7.59,-33.940384695048266
7.605,152.60382314401525,7.605,1.0844433012437875,7.605,-33.545597467499725
7.62,149.180851192246,7.62,1.1612660444819327,7.62,-32.833750819391675
7.635,146.65689542576084,7.635,1.4970053657547167,7.635,-32.4780199244909
7.65,144.44171860821282,7.65,1.7646490848570129,7.65,-32.342176961980094
7.665,141.86084280969067,7.665,1.9446068125945202,7.665,-32.550930823010454
7.68,140.29861378619395,7.68,2.1897217355577734,7.68,-33.06121798232555
7.695,138.58342761473756,7.695,2.2272393101250976,7.695,-33.56704548212576
7.71,137.39071480895836,7.71,2.2078827494567874,7.71,-33.908242468313965
7.725,135.4115723477769,7.725,2.294469938616685,7.725,-33.92230071901582
7.74,133.54632484853886,7.74,2.1618895386516583,7.74,-33.437007216482115
7.755,131.6111990373447,7.755,2.084878818725048,7.755,-32.889207298932824
7.77,128.94799860912667,7.77,2.648968524202442,7.77,-32.87205512596076
7.785,127.12150062874854,7.785,3.116628346718905,7.785,-33.480771819189016
7.8,124.97870675224284,7.8,3.439505811154617,7.8,-34.515632798351824
7.815,123.66984867257216,7.815,3.843594258790726,7.815,-35.45725227961325
7.83,122.46843262887545,7.83,4.036913180072502,7.83,-36.254237282649285
7.845,120.56491470357894,7.845,4.227782938557255,7.845,-37.163608849007744
7.86,118.69923935227435,7.86,4.338776632936791,7.86,-38.526094612849576
7.875,115.52964722790928,7.875,4.237350859946747,7.875,-40.42166418913526
7.89,112.69549562713986,7.89,4.2029478415134,7.89,-41.978672806964845
7.905,110.26428319608134,7.905,4.164751915254717,7.905,-43.55120459222951
7.92,107.08553228318968,7.92,3.549473406953486,7.92,-45.58552706910705
7.935,105.24348530187251,7.935,3.026062707083587,7.935,-46.38248229199714
7.95,103.06520054696527,7.95,2.2896137861152623,7.95,-46.894673892937185
7.965,100.09987850115853,7.965,1.866174928178088,7.965,-47.70787331559971
7.98,95.12815990020184,7.98,1.2513704673641681,7.98,-48.958052174219524
7.995,92.2121718407914,7.995,0.46325742267909725,7.995,-49.44080595882834
8.01,90.39524047026211,8.01,-0.3617592515256202,8.01,-49.57534809387019
8.025,89.01882394415797,8.025,-0.6088050030677636,8.025,-49.66464374495474
8.04,88.4275583909457,8.04,-0.7302459152382589,8.04,-49.8137894593081
8.055,87.67935109145317,8.055,-0.8448346111540005,8.055,-50.47936996263659
8.07,87.58280151071956,8.07,-1.0775234127020996,8.07,-50.826604694319606
8.085,87.56089254080611,8.085,-1.3417167195732222,8.085,-51.16583320914294
8.1,87.54235533322678,8.1,-1.697522685659376,8.1,-51.509056729765
8.115,87.51872137866326,8.115,-1.7079929845376236,8.115,-51.75034363496941
8.13,87.49380344734756,8.13,-1.7165666045827523,8.13,-52.093467342215526
8.145,87.46538031560507,8.145,-1.7038520400008366,8.145,-52.324277575378126
8.16,87.43458433046078,8.16,-1.6752551836086653,8.16,-52.58243416263575
8.175,87.40526172096585,8.175,-1.671109269274236,8.175,-52.74170031244415
8.19,87.35802020809176,8.19,-1.8204700909669085,8.19,-52.8962977003499
8.205,87.29585692583494,8.205,-2.0668910234125,8.205,-53.375831225048614
8.22,87.26749526331832,8.22,-2.0984224470939608,8.22,-53.68923291778624
8.235,87.22330283233605,8.235,-2.077975707715143,8.235,-54.00717532229538
8.25,87.20833097652158,8.25,-2.0591505717713687,8.25,-54.27828993077081
8.265,87.19189823958047,8.265,-2.0046428305142956,8.265,-54.55098844174137
8.28,87.1635318251312,8.28,-1.968454637839888,8.28,-54.872776106388976
8.295,87.12479040044168,8.295,-2.0353378748789424,8.295,-55.19968861647136
8.31,87.09094905535473,8.31,-2.2398033964578037,8.31,-55.778232655274884
8.325,87.07019718669493,8.325,-2.3023357648235,8.325,-56.018697689518994
8.34,87.04520800421024,8.34,-2.300749831232858,8.34,-56.25511547049326
8.355,87.01749307407445,8.355,-2.27440358663151,8.355,-56.54878678950086
8.37,86.99113286547615,8.37,-2.251277104316692,8.37,-56.78680429820911
8.385,86.97894657218916,8.385,-2.283362925859867,8.385,-57.1044054803061
8.4,86.9699382837111,8.4,-2.3018476684178504,8.4,-57.4845229991629
8.415,86.97591488677533,8.415,-2.2187214896245524,8.415,-57.97226965884684
8.43,86.9533576130684,8.43,-2.0281509639651123,8.43,-58.20931042971327
8.445,86.9159635183985,8.445,-1.8013623064592583,8.445,-58.455566939142585
8.46,86.90369154338435,8.46,-1.6999719314435275,8.46,-58.758428705371344
8.475,86.88507904273769,8.475,-1.7179525851474604,8.475,-59.10780566362052
8.49,86.86584093219277,8.49,-1.5564060177539958,8.49,-59.603022183965194
8.505,86.85180351698132,8.505,-1.2304405693639886,8.505,-59.91797515330946
8.52,86.82856044675215,8.52,-0.8524641701373503,8.52,-60.157920900302486
8.535,86.81476732856439,8.535,-0.4040366478833289,8.535,-60.46620203096551
8.55,86.8097695835952,8.55,-0.15175148170660427,8.55,-60.66912849154897
8.565,86.78342025942152,8.565,-0.08252698534671221,8.565,-60.90515592813043
8.58,86.75604259864733,8.58,-0.22675507665368683,8.58,-61.08290686332814
8.595,86.71056242683431,8.595,-0.5174080015864628,8.595,-61.334724632991694
8.61,86.6747982531195,8.61,-0.8014299344316583,8.61,-61.5363099654398
8.625,86.66312218610734,8.625,-1.0930707612407031,8.625,-61.71826589296798
8.64,86.63850705961418,8.64,-1.3911647111665428,8.64,-61.99248031858003
8.655,86.6169103191065,8.655,-1.4066967389838017,8.655,-62.18805982321198
8.67,86.6011394274857,8.67,-1.1417495220951743,8.67,-62.42001057939279
8.685,86.56984268990247,8.685,-0.8638392528541279,8.685,-62.617872876981465
8.7,86.57417911966765,8.7,-0.5807649644609952,8.7,-62.77680856080128
8.715,86.56196954484577,8.715,-0.2948921233821535,8.715,-62.97558143285912
8.73,86.55363514129185,8.73,-0.15015171691315707,8.73,-63.13397911349398
8.745,86.5325905246085,8.745,-0.10851041566871455,8.745,-63.35481837987322
8.76,86.51348094233832,8.76,-0.192053504237111,8.76,-63.51344962804471
8.775,86.48935673819734,8.775,-0.3385516818181601,8.775,-63.66306043483069
8.79,86.44846348147969,8.79,-0.6184639524176054,8.79,-63.84960809068576
8.805,86.42695214503266,8.805,-0.8846048925147704,8.805,-64.00515168215628
8.82,86.4213475322844,8.82,-1.2116161135962131,8.82,-64.1952060979912
8.835,86.40138350035218,8.835,-1.357018612048947,8.835,-64.34139716784927
8.85,86.38411038093923,8.85,-1.2525384899843746,8.85,-64.52926813127799
8.865,86.36636325945544,8.865,-1.036129327648543,8.865,-64.65858392731916
8.88,86.35364673967743,8.88,-0.7759587811503842,8.88,-64.83890598986052
8.895,86.34740174102116,8.895,-0.47564794917215947,8.895,-65.04224297766167
8.91,86.34852080204297,8.91,-0.31378849091545347,8.91,-65.18274192383043
8.925,86.33006850293903,8.925,-0.19060245944580387,8.925,-65.37245846961758
8.94,86.31724779831558,8.94,-0.17439176224753847,8.94,-65.47823070956602
8.955,86.30172863326561,8.955,-0.22154419579011086,8.955,-65.56344378597342
8.97,86.27667657788875,8.97,-0.36944053648763864,8.97,-65.70705737195456
8.985,86.25279015801081,8.985,-0.5444352270526298,8.985,-65.79740177607039
9.0,86.22494892371812,9.0,-0.8582909561589074,9.0,-65.93115765664638
9.015,86.22295156371325,9.015,-1.0913907216930478,9.015,-66.04866367068101
9.03,86.2109896062823,9.03,-1.2873224694751686,9.03,-66.21615495100698
9.045,86.20238965820361,9.045,-1.2532347464182956,9.045,-66.32299309298031
9.06,86.18790881285992,9.06,-1.0790019648743445,9.06,-66.41905896443673
9.075,86.16937401680929,9.075,-0.7742618906633123,9.075,-66.57603009185553
9.09,86.16385556033998,9.09,-0.5499489046847538,9.09,-66.67777298871674
9.105,86.16979698366167,9.105,-0.33351376899186463,9.105,-66.83737197083508
9.12,86.1662746675454,9.12,-0.24334376403097083,9.12,-66.92318351790446
9.135,86.15987906688812,9.135,-0.20585886898242106,9.135,-67.03934620227383
9.15,86.13993322420419,9.15,-0.23821907104113618,9.15,-67.17324123248379
9.165,86.1212940586205,9.165,-0.3283796094206048,9.165,-67.2682802651142
9.18,86.08858504099909,9.18,-0.5344661910201544,9.18,-67.38163370729013
9.195,86.07609775726623,9.195,-0.7554140497886161,9.195,-67.47524175579507
9.21,86.07141723730119,9.21,-1.0378123125991081,9.21,-67.59520229294517
9.225,86.06507158719931,9.225,-1.1947590069200735,9.225,-67.67016867586672
9.24,86.05508006278264,9.24,-1.2169259814796358,9.24,-67.74811971748272
9.255,86.04461816823463,9.255,-1.0291153310075825,9.255,-67.87279592671464
9.27,86.04041704357749,9.27,-0.8268334275452606,9.27,-67.96496531235574
9.285,86.03696912225574,9.285,-0.5381201233390129,9.285,-68.08919303776347
9.3,86.0361037240062,9.3,-0.3788916615018539,9.3,-68.1787572105906
9.315,86.0314401585484,9.315,-0.2809097075618037,9.315,-68.29184228574708
9.33,86.01991178538152,9.33,-0.23600215791247545,9.33,-68.3933541170923
9.345,86.00462189048328,9.345,-0.2666355697525323,9.345,-68.49015257171071
9.36,85.98550042499389,9.36,-0.3889386386260447,9.36,-68.57617327716875
9.375,85.96790979106986,9.375,-0.5484571486704062,9.375,-68.58452234685912
9.39,85.95309995313347,9.39,-0.7554368284450971,9.39,-68.65163880698255
9.405,85.9471555747867,9.405,-1.0069075027172876,9.405,-68.74846872413461
9.42,85.93714475124789,9.42,-1.1402881546520054,9.42,-68.8156224534094
9.435,85.92517346373454,9.435,-1.123444811288695,9.435,-68.9184427196652
9.45,85.92029810345885,9.45,-0.9826546913430132,9.45,-68.98766154273713
9.465,85.89864105360269,9.465,-0.7343074791763321,9.465,-69.07838605168605
9.48,85.89955923331384,9.48,-0.538860347486805,9.48,-69.15700653855662
9.495,85.90154360839468,9.495,-0.382588754679027,9.495,-69.24801658087615
9.51,85.89573649375886,9.51,-0.26791244220783045,9.51,-69.3576805242189
9.525,85.89543546673731,9.525,-0.24714406987782034,9.525,-69.43318140288999
9.54,85.87687132638314,9.54,-0.32110886562170815,9.54,-69.49915236581244
9.555,85.85914560670062,9.555,-0.4493023873494979,9.555,-69.55185974993813
9.57,85.84698131223004,9.57,-0.6327475520868702,9.57,-69.5837853046906
9.585,85.83768266238278,9.585,-0.8850463361399913,9.585,-69.67928357732401
9.6,85.84079333482909,9.6,-1.0403095906904787,9.6,-69.74121583425978
9.615,85.83093904472757,9.615,-1.120010785996078,9.615,-69.8125599845791
9.63,85.8268899196788,9.63,-1.0486378842372401,9.63,-69.85748004488471
9.645,85.81057274891474,9.645,-0.8494275260746543,9.645,-69.95481647600172
9.66,85.80148497628433,9.66,-0.668995053762911,9.66,-70.03283097042673
9.675,85.80322725053092,9.675,-0.48563145279402825,9.675,-70.08935413909428
9.69,85.79654975052347,9.69,-0.3330358654045199,9.69,-70.15991061701313
9.705,85.78979052220089,9.705,-0.29518354068505304,9.705,-70.21916178610104
9.72,85.78208644678304,9.72,-0.32550816520065334,9.72,-70.3091092628917
9.735,85.772015863967,9.735,-0.4203550662530121,9.735,-70.39099168067045
9.75,85.75865866461659,9.75,-0.5740334507559176,9.75,-70.44639277705325
9.765,85.75553257958772,9.765,-0.8094605494500695,9.765,-70.5074534306404
9.78,85.74852311195357,9.78,-0.9536352508728019,9.78,-70.54833684306882
9.795,85.7440358249336,9.795,-1.0629127768961555,9.795,-70.59321745086423
9.81,85.74181537209034,9.81,-1.0459296771850732,9.81,-70.66794075424203
9.825,85.73029887556655,9.825,-0.9423032379551749,9.825,-70.72147522297185
9.84,85.71623238327544,9.84,-0.7461289077258473,9.84,-70.75816927201855
9.855,85.70275292788702,9.855,-0.5747724613549615,9.855,-70.78327012511414
9.87,85.70536320322005,9.87,-0.3976562108865194,9.87,-70.82713356103304
9.885,85.45713025521763,9.885,-0.45304186225939147,9.885,-70.71739964745649
9.9,84.93440945835755,9.9,-0.7239345304151746,9.9,-69.35224972243364
9.915,85.41242493691746,9.915,-0.5223648661636079,9.915,-68.71739305939754
9.93,85.46704666295811,9.93,-0.36422083487142143,9.93,-68.23629370815605
9.945,85.46878643500933,9.945,-0.12710841070135942,9.945,-67.62995516565627
9.96,85.44188724829044,9.96,0.05654998339797167,9.96,-67.32895188328747
9.975,84.9289158731894,9.975,0.2559921140227647,9.975,-67.98880674255928
9.99,84.04907495678935,9.99,0.043835938449197115,9.99,-68.4464826356709
10.005,83.08895628823966,10.005,-0.1566437160598711,10.005,-68.83986305492067
10.02,81.76605019588585,10.02,-0.06929951592318283,10.02,-69.47820302566953
10.035,80.5054998113369,10.035,-0.00722655649014651,10.035,-69.89335074520292
10.05,77.76645100064158,10.05,-0.17710344822878554,10.05,-70.29203349725518
10.065,75.31494723007708,10.065,-0.06460978257823197,10.065,-70.24960024865452
10.08,71.95263170363575,10.08,0.31326312578620513,10.08,-69.96258753846033
10.095,69.7713299376152,10.095,0.7254925209858976,10.095,-69.69590780751838
10.11,67.48901682228995,10.11,1.0553226106116886,10.11,-69.40920706872515
10.125,64.03176426167904,10.125,1.4843755351868873,10.125,-68.98240606647514
10.14,61.11496421938205,10.14,1.9120103488212365,10.14,-68.64313939740187
10.155,56.51449140777884,10.155,2.444252938370291,10.155,-68.0612933660134
10.17,52.55271766900688,10.17,2.9280259668634385,10.17,-67.58039927203633
10.185,48.5386045786684,10.185,3.168691469315471,10.185,-67.06920588631313
10.2,44.08016439262252,10.2,3.2043774640898937,10.2,-67.14194366746588
10.215,41.61115824759706,10.215,2.949792482174434,10.215,-67.70190995197754
10.23,39.06909277775743,10.23,2.5427057175832446,10.23,-68.60287669195408
10.245,37.43737636667443,10.245,2.330656579123088,10.245,-69.10383509753372
10.26,36.17773915894353,10.26,2.052376182715639,10.26,-69.61344312095848
10.275,34.45095183589162,10.275,1.5159697755814499,10.275,-69.9727079344255
10.29,33.04804118058786,10.29,1.1157609030865565,10.29,-70.19583634239272
10.305,30.977207360898145,10.305,0.9935505304262617,10.305,-70.50739890285095
10.32,29.906857757679848,10.32,1.1999205956538652,10.32,-70.86109725260658
10.335,29.3067849042588,10.335,1.1456138028223166,10.335,-71.07657602523274
10.35,29.060749092990605,10.35,0.9929708915931184,10.35,-71.2581634055968
10.365,28.881227206838748,10.365,0.9071616170552206,10.365,-71.49843301122836
10.38,28.630701070774446,10.38,0.7868034506632231,10.38,-71.87397550125503
10.395,28.20224098360971,10.395,0.6204157939296148,10.395,-72.45275720062016
10.41,27.076651309773062,10.41,0.24194949769449592,10.41,-73.59507921046453
10.425,26.11718757789137,10.425,-0.16108412670640967,10.425,-74.39980116189942
10.44,25.317168872616993,10.44,-0.5522037099719829,10.44,-74.82516722884512
10.455,24.796051179032077,10.455,-0.870124157418429,10.455,-74.95445687008174
10.47,24.442407536478004,10.47,-0.9411510936190688,10.47,-74.98905819281163
10.485,24.029271884923975,10.485,-0.8928112699120858,10.485,-75.090226008412
10.5,23.685690443226065,10.5,-0.8986705531869076,10.5,-75.2557687005891
10.515,23.312576954645525,10.515,-0.8333560543391844,10.515,-75.2812433479527
10.53,23.03419734256849,10.53,-0.870201069141773,10.53,-75.28089836274707
10.545,22.73765759764937,10.545,-0.9507914024521803,10.545,-75.31912875226595
10.56,22.489229360564483,10.56,-0.9278487440249166,10.56,-75.68314448347421
10.575,22.419945492947836,10.575,-0.8957660130082836,10.575,-76.1974367400472
10.59,22.40644943276036,10.59,-0.7146194508240004,10.59,-76.70562719440379
