X[s],Avanti Sensor 1: Roll 1 [degrees],X[s],Avanti Sensor 1: Pitch 1 [degrees],X[s],Avanti Sensor 1: Yaw 1 [degrees]
15.975,1.3669737258384351,15.975,-1.1417433703002065,15.975,105.01021741506796
15.99,1.3538911367453705,15.99,-1.1507693517321806,15.99,106.68619284860293
16.005,1.3470133058919418,16.005,-1.1580614411183396,16.005,107.94679054031404
16.02,1.3397355347836486,16.02,-1.1642857862210518,16.02,108.37029538793443
16.035,1.334444932201865,16.035,-1.1737577942607038,16.035,109.66609645654907
16.05,1.3281937429979382,16.05,-1.1800897317108083,16.05,110.96186023546457
16.065,1.3136449347793793,16.065,-1.1897384173426226,16.065,112.68422286403221
16.08,1.3114963427687658,16.08,-1.1938799343833801,16.08,114.0092520573827
16.095,1.3028432876666596,16.095,-1.2013291072216845,16.095,115.78508482901384
16.11,1.2961208737486973,16.11,-1.216689848341934,16.11,117.16206743869354
16.125,1.293741675859809,16.125,-1.2245923580787428,16.125,118.50334467759471
16.14,1.2853202195273077,16.14,-1.2368507623294567,16.14,120.28632700989264
16.155,1.2799636746638006,16.155,-1.2387649046219043,16.155,121.6436058560005
16.17,1.2301309256880069,16.17,-1.2198933150906486,16.17,123.82359875000202
16.185,1.1975766637533978,16.185,-1.248645334000815,16.185,126.83090989989242
16.2,1.1625625568990283,16.2,-1.2731480405226763,16.2,131.9079156508627
16.215,1.126824424445443,16.215,-1.3319703699433418,16.215,136.31219812260497
16.23,1.0277496771807297,16.23,-1.344005743710426,16.23,141.13179659172818
16.245,0.9900982576140915,16.245,-1.3937754372311864,16.245,146.8178663911054
16.26,1.0139067844734213,16.26,-1.4348389003864155,16.26,149.8077578639258
16.275,0.9152732405560565,16.275,-1.4454245354095547,16.275,153.2509300766005
16.29,0.8537853707100742,16.29,-1.4425272247385668,16.29,156.27428652183198
16.305,0.7935430491890265,16.305,-1.469618073329323,16.305,159.76842391225807
16.32,0.7055010934695412,16.32,-1.5115018869721735,16.32,164.24947155873352
16.335,0.663256772850633,16.335,-1.5217697355236262,16.335,167.46736368318804
16.35,0.5841119433878132,16.35,-1.5291875793273206,16.35,170.83414972835112
16.365,0.47662827483613945,16.365,-1.5697199872212089,16.365,175.11633763996593
16.38,0.4605251376567149,16.38,-1.566519233347975,16.38,178.26793190946697
16.395,0.397373203032795,16.395,-1.5850618728462567,16.395,-177.65494649830163
16.41,0.26955890249728065,16.41,-1.6478476323495814,16.41,-174.61184291588154
16.425,0.13133933008071852,16.425,-1.6304278097664224,16.425,-170.0694367218856
16.44,0.16019206142294556,16.44,-1.552106974186907,16.44,-165.94881697580527
16.455,0.06420581201283812,16.455,-1.467704841422697,16.455,-160.9543738804657
16.47,0.015385981331250983,16.47,-1.4627020283136483,16.47,-157.34795110891412
16.485,-0.030422239466078586,16.485,-1.4377253823318326,16.485,-153.85968264949
16.5,-0.0940216722242454,16.5,-1.4153826189547425,16.5,-149.84744271519034
16.515,-0.15680683362132228,16.515,-1.4405223605858413,16.515,-146.94202452064152
16.53,-0.2343476188042142,16.53,-1.4319661327188016,16.53,-143.78997940189834
16.545,-0.29628857543351933,16.545,-1.4401359569913188,16.545,-139.91095563251687
16.56,-0.31748820240998893,16.56,-1.4710042457842543,16.56,-137.8557373364585
16.575,-0.28403939426303926,16.575,-1.5017371393474384,16.575,-136.21854787750203
16.59,-0.27492154599764346,16.59,-1.5497840851128828,16.59,-135.6691420208259
16.605,-0.2723649699931728,16.605,-1.5566111785778936,16.605,-134.99458018422519
16.62,-0.2793329529348576,16.62,-1.557486119059954,16.62,-134.50146964116303
16.635,-0.29359878424788716,16.635,-1.561592114814839,16.635,-133.85647371975563
16.65,-0.30307923224051125,16.65,-1.563324253173294,16.65,-133.3954633004246
16.665,-0.30307411395827794,16.665,-1.5672619150340346,16.665,-132.90312621441822
16.68,-0.30893008243779146,16.68,-1.5717241160965412,16.68,-132.26700699099226
16.695,-0.3174198377201582,16.695,-1.5711971440871118,16.695,-131.815591858377
16.71,-0.3323351939666222,16.71,-1.5735875047422112,16.71,-131.25740742201975
16.725,-0.34201343761751685,16.725,-1.5787054384840367,16.725,-130.8267531288027
16.74,-0.35114670369505957,16.74,-1.5873687511321295,16.74,-130.4423660354228
16.755,-0.35827325428545076,16.755,-1.590533337529666,16.755,-129.8452951479227
16.77,-0.3689084136565837,16.77,-1.593184688245322,16.77,-129.45980984155625
16.785,-0.37797206280260986,16.785,-1.5953390242434806,16.785,-128.94082647104867
16.8,-0.3832817381623121,16.8,-1.5924961068839094,16.8,-128.55533054176118
16.815,-0.39111880081649214,16.815,-1.5959468658217262,16.815,-128.17634600917552
16.83,-0.3978420654519615,16.83,-1.601310614825973,16.83,-127.67740229044247
16.845,-0.4025405708669274,16.845,-1.604579378246912,16.845,-127.33496896734577
16.86,-0.20267535392097677,16.86,-1.4071863398221747,16.86,-126.22182335176812
16.875,-0.3970698042546352,16.875,-1.3466696185839342,16.875,-124.33036196044803
16.89,-0.32060440638489723,16.89,-1.3706100578866827,16.89,-121.53841315345144
16.905,-0.3990199272982373,16.905,-1.3897823160893317,16.905,-119.73556276505397
16.92,-0.4083463855550225,16.92,-1.3281982131907317,16.92,-118.03068254924268
16.935,-0.4469475291749417,16.935,-1.274774661698031,16.935,-116.00926846510208
16.95,-0.4733760651429148,16.95,-1.2091375460543248,16.95,-114.38242750813289
16.965,-0.5757976186670881,16.965,-1.205140174371894,16.965,-112.01767736597901
16.98,-0.6276130285572183,16.98,-1.206461401476314,16.98,-110.2068439519923
16.995,-0.6788675986273429,16.995,-1.115517702169687,16.995,-108.06634229360878
17.01,-0.7488910338579025,17.01,-0.9041233490874669,17.01,-104.21506268065956
17.025,-0.7641106329238111,17.025,-0.8728355330851264,17.025,-101.22777855118696
17.04,-0.8026378502731052,17.04,-0.8295653922661209,17.04,-97.53509898687192
17.055,-0.8070016695746642,17.055,-0.8327053720335331,17.055,-95.35043723867055
17.07,-0.9060386395297525,17.07,-0.7399255235294936,17.07,-92.6538039704141
17.085,-0.9768225968410824,17.085,-0.6452642466047182,17.085,-90.4002471280086
17.1,-1.0778754684317526,17.1,-0.5893140779030486,17.1,-88.21603219689567
17.115,-1.0930550314723966,17.115,-0.5562419838478782,17.115,-85.3006877165218
17.13,-1.068807335024309,17.13,-0.5450639673574939,17.13,-83.33370196037197
17.145,-1.0329231845671052,17.145,-0.5615162399400119,17.145,-80.96481339020201
17.16,-1.0338878733700216,17.16,-0.557079096921537,17.16,-79.38435433818094
17.175,-1.0267732401779353,17.175,-0.557418362476384,17.175,-78.27594006262697
17.19,-1.017983562278579,17.19,-0.5706700086725565,17.19,-77.74274480573997
17.205,-1.063616216096829,17.205,-0.5131047890843143,17.205,-77.59456624001959
17.22,-1.111721470505709,17.22,-0.508025720818722,17.22,-77.1712963784559
17.235,-1.0880930051899347,17.235,-0.5586174277927445,17.235,-77.0164865827369
17.25,-1.0730712503678153,17.25,-0.5458119400161261,17.25,-76.9759625017009
17.265,-1.043849514349584,17.265,-0.5318673780062049,17.265,-76.94183689679137
17.28,-1.0836123356296532,17.28,-0.5465104028915674,17.28,-76.93293980258557
17.295,-1.129623187600287,17.295,-0.49311001563099943,17.295,-76.58664450018821
17.31,-1.1814406554930326,17.31,-0.4375730020067665,17.31,-75.96228883205963
17.325,-1.2072988833084655,17.325,-0.43705696268902944,17.325,-75.24272267679554
17.34,-1.2061932940857107,17.34,-0.4955855980325014,17.34,-75.1400087352179
17.355,-1.215725236721556,17.355,-0.5182269526727263,17.355,-75.43180776901973
17.37,-1.233060766646102,17.37,-0.5244967948784691,17.37,-75.81698705077774
17.385,-1.2392087640692557,17.385,-0.5272349274905954,17.385,-76.08987220714904
17.4,-1.2503188371929572,17.4,-0.5343157956167117,17.4,-76.47864027844909
17.415,-1.2541840832660904,17.415,-0.5369967259144798,17.415,-76.77967874360844
17.43,-1.260995578666194,17.43,-0.5337445538838952,17.43,-77.06512887101233
17.445,-1.2631919377956264,17.445,-0.5360260259431472,17.445,-77.43773024759405
17.46,-1.2717534077277117,17.46,-0.5338845187266248,17.46,-77.71714215228462
17.475,-1.2793077465276936,17.475,-0.5381253121292655,17.475,-78.06268313776916
17.49,-1.284198008470797,17.49,-0.5364101331491457,17.49,-78.30356219049438
17.505,-1.2883641096956022,17.505,-0.5339500244962715,17.505,-78.65813644283155
17.52,-1.2905084052117028,17.52,-0.532445939242589,17.52,-78.91754065245804
17.535,-1.2922959514288734,17.535,-0.5291590841726308,17.535,-79.1591334595347
17.55,-1.2943033606356376,17.55,-0.5265550306550987,17.55,-79.43766124087924
17.565,-1.2962100936991516,17.565,-0.5251154942731628,17.565,-79.67433214631262
17.58,-1.3020911239558657,17.58,-0.5254621905914705,17.58,-79.9763209295305
17.595,-1.3073782931284337,17.595,-0.5239887350596708,17.595,-80.20855949400654
17.61,-1.3134618718418622,17.61,-0.5256703485421477,17.61,-80.42241479291212
17.625,-1.326327799554481,17.625,-0.5258249343787488,17.625,-80.71303235720994
17.64,-1.3298776903165124,17.64,-0.5262504008045343,17.64,-80.92677329966607
17.655,-1.3336763086573995,17.655,-0.528975125021259,17.655,-81.19667139358523
17.67,-1.3367707287945123,17.67,-0.5311049015296603,17.67,-81.39575929236042
17.685,-1.3433720364235249,17.685,-0.5277953719386737,17.685,-81.66350887181063
17.7,-1.347645254677918,17.7,-0.531742639872356,17.7,-81.87784260445035
17.715,-1.3541410246629104,17.715,-0.5350490312257077,17.715,-82.07356037325205
17.73,-1.3573064249208406,17.73,-0.5389666315574387,17.73,-82.32677421978525
17.745,-1.3668751562360577,17.745,-0.5390514797021244,17.745,-82.51893322201535
17.76,-1.3762586126608713,17.76,-0.5448854000152488,17.76,-82.74813480474862
17.775,-1.3772294202876518,17.775,-0.5495610573239963,17.775,-82.91712972118924
17.79,-1.3835235154064884,17.79,-0.5492277552928562,17.79,-83.0971385865044
17.805,-1.3827957574341694,17.805,-0.5485204113579911,17.805,-83.33640292940271
17.82,-1.3841048004958358,17.82,-0.5462850258332914,17.82,-83.50438322818556
17.835,-1.3887099672786005,17.835,-0.5438702611171619,17.835,-83.71259898427546
17.85,-1.3929690470896903,17.85,-0.5410754106746116,17.85,-83.87955467910211
17.865,-1.3992114502566242,17.865,-0.5383110191412173,17.865,-84.03378698612093
17.88,-1.4007906123682485,17.88,-0.5419391410468222,17.88,-84.23785426529203
17.895,-1.403136607100021,17.895,-0.5427411573728493,17.895,-84.41418859368547
17.91,-1.4116115722271594,17.91,-0.5437828637628838,17.91,-84.59602866889156
17.925,-1.41951935136825,17.925,-0.5453530245059018,17.925,-84.75624377709539
17.94,-1.4283984668893648,17.94,-0.5493213342900036,17.94,-84.99046098052821
17.955,-1.4305826366082655,17.955,-0.547482038787073,17.955,-85.15365596742177
17.97,-1.4302019332152651,17.97,-0.5524244806409032,17.97,-85.28286728915582
17.985,-1.4306006095622763,17.985,-0.5586346469841256,17.985,-85.45338771715305
18.0,-1.4346640268248156,18.0,-0.5585241734167157,18.0,-85.5787672141313
18.015,-1.4427404664068202,18.015,-0.5615312781801826,18.015,-85.72506311535119
18.03,-1.447614623224651,18.03,-0.5644949387599012,18.03,-85.85038637924241
18.045,-1.452644992582447,18.045,-0.567638051019182,18.045,-85.99478805097154
18.06,-1.4563874673046076,18.06,-0.5609140774362191,18.06,-86.16485926726514
18.075,-1.4592471985516815,18.075,-0.5588175500906564,18.075,-86.28358555067581
18.09,-1.4597731081114844,18.09,-0.5572531954846367,18.09,-86.42803316992116
18.105,-1.4606955386305733,18.105,-0.5616597319760357,18.105,-86.56537013660207
18.12,-1.463548819334856,18.12,-0.5610842241969574,18.12,-86.71473725304195
18.135,-1.464699504331114,18.135,-0.5614649087222228,18.135,-86.81961398332209
18.15,-1.4674604659220225,18.15,-0.5631863119754067,18.15,-86.92741826528439
18.165,-1.473799765064113,18.165,-0.5608303950504356,18.165,-87.06794554147682
18.18,-1.4752220264477394,18.18,-0.5636632912017802,18.18,-87.16345577883502
18.195,-1.4802758256437587,18.195,-0.5613556270690336,18.195,-87.28017239758532
18.21,-1.481100411752942,18.21,-0.5645598673047003,18.21,-87.37632301001565
18.225,-1.481803394937345,18.225,-0.5672144118703166,18.225,-87.46256026940766
18.24,-1.4855356429854867,18.24,-0.5598146117920251,18.24,-87.5826188497266
18.255,-1.4878523938095864,18.255,-0.5591833396629821,18.255,-87.68699764460503
18.27,-1.4893561180275248,18.27,-0.5566037124742371,18.27,-87.83617984489786
18.285,-1.4953794880857554,18.285,-0.5565433811448114,18.285,-87.93491534254325
18.3,-1.4927838251356593,18.3,-0.5579385772490136,18.3,-88.02281489981245
18.315,-1.4960689246247063,18.315,-0.5581395017944688,18.315,-88.13444234799378
18.33,-1.496036451375113,18.33,-0.5626223471030201,18.33,-88.23142324951374
18.345,-1.4966728892705545,18.345,-0.562723862190451,18.345,-88.34466346989075
18.36,-1.503710420421624,18.36,-0.6009001125440616,18.36,-88.57489454300752
18.375,-1.5143736136711763,18.375,-0.7315756272295149,18.375,-89.89383558260953
18.39,-1.5736777696080742,18.39,-0.6477340605357972,18.39,-90.77665401592051
18.405,-1.6102920392393487,18.405,-0.6707120964587202,18.405,-91.4272043807701
18.42,-1.6969795031118937,18.42,-0.7133954578148948,18.42,-92.35630738713247
18.435,-1.6738256231577517,18.435,-0.7337755536366444,18.435,-92.94981242418078
18.45,-1.637193838970476,18.45,-0.736760982821114,18.45,-93.48938328569498
18.465,-1.6186831282196885,18.465,-0.7180112333906528,18.465,-93.57135383204634
18.48,-1.6088029077313117,18.48,-0.7182682655447415,18.48,-93.60625673320537
18.495,-1.6042108605825673,18.495,-0.7178424181867162,18.495,-93.5668785736672
18.51,-1.5252377517085063,18.51,-0.6567376954066634,18.51,-93.13117011778648
18.525,-1.4597033242624433,18.525,-0.6171836322519719,18.525,-93.09741359111125
18.54,-1.5198926050757877,18.54,-0.6817393627470634,18.54,-92.88117973205405
18.555,-1.503781464785124,18.555,-0.6580013402769377,18.555,-92.34862418413074
18.57,-1.4839189056628512,18.57,-0.6414932732122463,18.57,-91.91430841204948
18.585,-1.4932949234729371,18.585,-0.6300797324650173,18.585,-91.46973298127018
18.6,-1.4855298044170335,18.6,-0.7257104996825098,18.6,-90.9367739644907
18.615,-1.4603557667744027,18.615,-0.8537354181982042,18.615,-90.82511910759602
18.63,-1.410869162367212,18.63,-1.0492078867361263,18.63,-91.06812933119103
18.645,-1.3689626347800083,18.645,-1.1793195627709832,18.645,-91.36150024978676
18.66,-1.3301731130340693,18.66,-1.3925157090044542,18.66,-91.79784846316929
18.675,-1.486103298579928,18.675,-1.695064055372819,18.675,-92.37079878046661
18.69,-1.533960316163261,18.69,-2.0780247668042824,18.69,-92.77684539645455
18.705,-1.2137244126307958,18.705,-2.593061438885815,18.705,-93.29473524134163
18.72,-0.7853298876215475,18.72,-3.030113359529388,18.72,-93.64730078709874
18.735,-0.28536004406946147,18.735,-3.6377112993132705,18.735,-93.9544961476929
18.75,0.012985941248792704,18.75,-4.135953527646908,18.75,-94.01152474429992
18.765,0.277962302016506,18.765,-4.716942845822547,18.765,-93.91044216176452
18.78,0.6042423802407578,18.78,-5.61539977871055,18.78,-93.56724641559794
18.795,0.8754477128161889,18.795,-6.377359595122687,18.795,-93.2162678305436
18.81,1.371096820683692,18.81,-7.490381458388255,18.81,-92.61252800243061
18.825,1.760289125709442,18.825,-8.399940256470353,18.825,-92.10747314182937
18.84,2.1457321695862546,18.84,-9.342139609924237,18.84,-91.5739513887457
18.855,2.5060092580156876,18.855,-10.582741435259944,18.855,-90.85722468052094
18.87,2.5794760113429973,18.87,-11.37097751632944,18.87,-90.34357480309066
18.885,2.5223780489239687,18.885,-12.84642784420941,18.885,-89.47534005248356
18.9,2.3382789151786443,18.9,-14.005000922041674,18.9,-88.67614143695504
18.915,2.005005355506282,18.915,-15.384492493798433,18.915,-87.91142832561277
18.93,1.5481231613878166,18.93,-17.334633264756583,18.93,-87.54533776926762
18.945,1.2627797825183238,18.945,-18.866400398141025,18.945,-87.79255031476949
18.96,0.9231467060144043,18.96,-20.636988481542787,18.96,-88.41844351064958
18.975,0.7085307007546807,18.975,-22.04502939807205,18.975,-89.04322654266875
18.99,0.48474387378736766,18.99,-24.22844974664998,18.99,-89.41124333285212
19.005,0.3057003766942422,19.005,-26.71482761230712,19.005,-89.30683112172098
19.02,0.5168777673422714,19.02,-30.761051272766274,19.02,-89.8757917658033
19.035,1.602562866940797,19.035,-35.259583119464416,19.035,-91.41864366242484
19.05,2.610456570411016,19.05,-37.05227910104028,19.05,-92.05472283273329
19.065,3.7319961434071116,19.065,-38.95798098010545,19.065,-91.93718550239895
19.08,4.556514390740101,19.08,-41.32552525100474,19.08,-92.13838264394347
19.095,5.370354765759165,19.095,-43.178973964721116,19.095,-93.11420350315045
19.11,6.014300672572526,19.11,-44.59433081236494,19.11,-95.21586846497532
19.125,5.872156615995506,19.125,-45.463470780900344,19.125,-96.52961182875723
19.14,4.88186118714281,19.14,-46.65947932350563,19.14,-97.34260048540965
19.155,3.8901359480343753,19.155,-47.59317284808759,19.155,-97.58413013893656
19.17,3.6528424605619656,19.17,-48.94124402448501,19.17,-98.86380383895525
19.185,4.414106450012874,19.185,-51.34464812764079,19.185,-100.79201561694956
19.2,3.9546313462632763,19.2,-51.65800733458404,19.2,-101.89571489750115
19.215,4.307786796980564,19.215,-53.40231335975961,19.215,-102.4676679464346
19.23,5.372754647139807,19.23,-55.744466978420874,19.23,-102.80029850250456
19.245,7.498453402685052,19.245,-60.74017817215345,19.245,-103.20901448331148
19.26,8.221230645283136,19.26,-64.98517651385401,19.26,-102.15751282292558
19.275,6.498388255432077,19.275,-68.9808062514235,19.275,-98.79089908612713
19.29,0.9173944317532134,19.29,-72.63974893617714,19.29,-91.45531679524446
19.305,-5.943281542311165,19.305,-74.75330923768509,19.305,-83.5080668663605
19.32,-19.715440962801527,19.32,-78.2172472767823,19.32,-68.80603723751484
19.335,-19.91295652095266,19.335,-78.93920422860874,19.335,-68.36146369200843
19.35,-20.27033711488866,19.35,-79.49804858193856,19.35,-68.3208888992413
19.365,-20.800486056347246,19.365,-80.00757117905485,19.365,-68.81698451726594
19.38,-21.0463216477189,19.38,-80.72079252484897,19.38,-69.25173892813109
19.395,-21.811170857375817,19.395,-81.41008895450788,19.395,-69.15908617311548
19.41,-22.492525706218757,19.41,-81.93871550184971,19.41,-68.80423685673483
19.425,-23.59289121166441,19.425,-82.9822930632259,19.425,-68.07898238941574
19.44,-25.121200795250587,19.44,-83.93740325634873,19.44,-66.71532042038811
19.455,-26.896321850175745,19.455,-84.75694496519479,19.455,-65.01183689516368
19.47,-29.543240965153494,19.47,-85.62001887338482,19.47,-62.469194793030475
19.485,-31.550130937846543,19.485,-86.11141483070675,19.485,-60.53833781301225
19.5,-33.07809122709179,19.5,-86.4455038578769,19.5,-59.12896862301851
19.515,-33.48603602440999,19.515,-86.53442706675155,19.515,-58.78915515573236
19.53,-33.539440060779576,19.53,-86.52506808662099,19.53,-58.75386756178437
19.545,-33.71720595884013,19.545,-86.51828147649093,19.545,-58.66001727537168
19.56,-33.66445129153945,19.56,-86.51261165210867,19.56,-58.79338856772229
19.575,-33.723157981886594,19.575,-86.4894208554133,19.575,-58.817095343075856
19.59,-33.7533626251128,19.59,-86.48093969013303,19.59,-58.830168239085666
19.605,-33.8882787392338,19.605,-86.46360806448384,19.605,-58.770858098757294
19.62,-34.04229172150321,19.62,-86.43603675366636,19.62,-58.67579787682652
19.635,-33.594725649220315,19.635,-86.29376258979393,19.635,-59.08051772787849
19.65,-32.59306730774601,19.65,-86.05120788467771,19.65,-59.727972185182516
19.665,-30.736497080782943,19.665,-85.65890194665462,19.665,-61.604708587088446
19.68,-28.67206202799534,19.68,-84.99335229300938,19.68,-63.77044021920898
19.695,-27.428388028565568,19.695,-84.50721508986305,19.695,-65.10055435677133
19.71,-26.839648655721895,19.71,-84.18774958502148,19.71,-65.8092210209419
19.725,-26.526605961026554,19.725,-83.92260261367765,19.725,-66.30622636123374
19.74,-26.113132764245233,19.74,-83.68234258508373,19.74,-66.78426283488872
19.755,-25.733131316235294,19.755,-83.45103889569221,19.755,-67.29053196631637
19.77,-25.528176751514753,19.77,-83.29536185450472,19.77,-67.58456202768016
19.785,-25.370086541533613,19.785,-83.1813040131419,19.785,-67.87011201365245
19.8,-25.43977954915379,19.8,-83.19115510708538,19.8,-67.89049083978222
19.815,-25.588292670752672,19.815,-83.26837778219236,19.815,-67.8077514981099
19.83,-26.064181432690706,19.83,-83.50783583439244,19.83,-67.40081056439669
19.845,-26.64759291066208,19.845,-83.79779196340925,19.845,-66.88485676219665
19.86,-28.009980381871788,19.86,-84.37444899388932,19.86,-65.59752863729665
19.875,-29.79331374316004,19.875,-85.00581251508852,19.875,-63.84466927726872
19.89,-32.4452089147174,19.89,-85.76949395622871,19.89,-61.226330070538445
19.905,-34.95677701580281,19.905,-86.13394954977574,19.905,-58.7577056989995
19.92,-34.3702777345917,19.92,-85.99549993234987,19.92,-59.43078378807327
19.935,-32.81322551526526,19.935,-85.62793145520327,19.935,-61.082597045717264
19.95,-31.91105838883428,19.95,-85.40659092106912,19.95,-62.04087429986056
19.965,-31.320961686764157,19.965,-85.23630845854089,19.965,-62.686159099103996
19.98,-31.092217753598266,19.98,-85.17105926537464,19.98,-63.005156161913874
19.995,-31.44324172203995,19.995,-85.25953197491172,19.995,-62.697443401627886
20.01,-32.50086372754518,20.01,-85.48852860552455,20.01,-61.700785003536055
20.025,-33.60750631078988,20.025,-85.7282873230656,20.025,-60.648482570001235
20.04,-34.65792372032887,20.04,-85.93665469878772,20.04,-59.66560284150332
20.055,-34.35086392878607,20.055,-85.85496496715531,20.055,-60.017798036534174
20.07,-33.36712973534413,20.07,-85.62927349492318,20.07,-61.06222270884589
20.085,-32.52149196058988,20.085,-85.4083706537073,20.085,-62.0039941306726
20.1,-32.15002353090349,20.1,-85.31869002455538,20.1,-62.43949043793606
20.115,-31.99185918883844,20.115,-85.26900738714022,20.115,-62.63952585581742
20.13,-32.22797471707864,20.13,-85.3011713320933,20.13,-62.42674763030105
20.145,-32.66479954938193,20.145,-85.37871998934932,20.145,-62.03779186468887
20.16,-33.49310267439898,20.16,-85.59080348274763,20.16,-61.24952819485147
20.175,-34.40036492911088,20.175,-85.7785556874441,20.175,-60.38260032467395
20.19,-34.557457542715426,20.19,-85.77591719438708,20.19,-60.27279403025404
20.205,-33.772026074354415,20.205,-85.6059811560244,20.205,-61.068601722706745
20.22,-33.02830246012673,20.22,-85.42940018093212,20.22,-61.849405577730984
20.235,-32.90155323448507,20.235,-85.38064771283636,20.235,-61.99620990712893
20.25,-32.98379507279134,20.25,-85.38701169466457,20.25,-61.930340362010746
20.265,-33.47914061076887,20.265,-85.4815416122371,20.265,-61.46285203864905
20.28,-34.160531252068516,20.28,-85.63304777893926,20.28,-60.82233020565752
20.295,-34.621438065594795,20.295,-85.72904524174709,20.295,-60.420131874731624
20.31,-34.173202927115646,20.31,-85.62198399474799,20.31,-60.921646706288385
20.325,-33.7086864325825,20.325,-85.49835496252184,20.325,-61.4367750498151
20.34,-33.543508543951305,20.34,-85.43564345607106,20.34,-61.682853421193784
20.355,-33.721502301275414,20.355,-85.474056282331,20.355,-61.52809869748785
20.37,-34.38515654697925,20.37,-85.62064568071061,20.37,-60.94404023822725
20.385,-34.59215095942886,20.385,-85.68479123004863,20.385,-60.79743592551941
20.4,-34.228776653770325,20.4,-85.58044562115887,20.4,-61.20337513548801
20.415,-33.78419755779621,20.415,-85.47339061372898,20.415,-61.670818441967704
20.43,-33.899822988567145,20.43,-85.65443926851404,20.43,-61.665797995711
20.445,-32.261294606006615,20.445,-85.85727657793757,20.445,-63.491978143928165
20.46,-30.934304014310953,20.46,-85.31327421468598,20.46,-64.92352143762508
20.475,-31.206039188881775,20.475,-85.22685996005747,20.475,-64.96843657158034
20.49,-31.930192656334043,20.49,-85.46311380113885,20.49,-64.4650431802837
20.505,-29.299915633612603,20.505,-84.96451941631224,20.505,-66.59992515550678
20.52,-27.182649490764497,20.52,-84.52560707630853,20.52,-68.16947989014076
20.535,-26.178519140673853,20.535,-84.36389576305325,20.535,-68.67231814036673
20.55,-26.69823253369875,20.55,-84.75326489124676,20.55,-67.98407892376746
20.565,-28.64993104371605,20.565,-85.29368611766522,20.565,-66.13383687943137
20.58,-30.451334132220857,20.58,-85.93512617810731,20.58,-64.61088519131765
20.595,-35.54161408130657,20.595,-86.73590723427704,20.595,-60.20762116961968
20.61,-43.81675760519012,20.61,-87.22218164931921,20.61,-52.327404146406494
20.625,-65.03434373606873,20.625,-87.9115289930399,20.625,-30.958793694821697
20.64,-86.47670138050218,20.64,-88.07410524721791,20.64,-8.902693105596216
20.655,-105.17514055700268,20.655,-87.97151665406449,20.655,10.960435158502758
20.67,-122.5739506919592,20.67,-87.75280226185066,20.67,29.420208771141173
20.685,-138.69198685057367,20.685,-87.23909951200915,20.685,46.62763649133718
20.7,-155.58965729666926,20.7,-85.64150540371074,20.7,64.67062392399616
20.715,-161.38640635945544,20.715,-83.96378109936268,20.715,70.68420038813304
20.73,-164.41104667131398,20.73,-82.3978237586365,20.73,72.82488456142605
20.745,-165.71057994271163,20.745,-81.67160519925712,20.745,72.80547262895668
20.76,-166.00661712353167,20.76,-80.9263692879193,20.76,71.5952082652756
20.775,-166.07494405335723,20.775,-79.49867644517992,20.775,69.96237305321097
20.79,-166.33776751241066,20.79,-78.37913038091219,20.79,69.13941550261319
20.805,-166.63929528501112,20.805,-76.7790303168367,20.805,68.46314213339693
20.82,-167.43352726066504,20.82,-75.48839890351191,20.82,68.98682979259918
20.835,-168.52060908041412,20.835,-74.24385760858034,20.835,70.07676959238627
20.85,-169.99411425490658,20.85,-72.51907673854043,20.85,71.88994726863137
20.865,-170.56049150692246,20.865,-71.31218287217843,20.865,72.84271680460265
20.88,-170.2795495140886,20.88,-69.61244483418592,20.88,73.23746608820197
20.895,-169.8467955149107,20.895,-68.3066820473128,20.895,73.315613375494
20.91,-169.38223285283945,20.91,-66.28221793545505,20.91,73.74181346825327
20.925,-169.8387301013817,20.925,-64.46966343938776,20.925,74.79129306292141
20.94,-170.77342974528486,20.94,-62.866898822819714,20.94,76.12575240611244
20.955,-172.21831013067936,20.955,-60.43881530934136,20.955,77.74107743310933
20.97,-173.12439791681388,20.97,-58.31409137273666,20.97,78.74011581957232
20.985,-174.97929266748093,20.985,-54.854274602399364,20.985,80.43996536185833
21.0,-175.866462858359,21.0,-51.74807582086284,21.0,81.0282799989231
21.015,-176.09610363307576,21.015,-48.23139489042512,21.015,81.04500159415949
21.03,-176.1980696936041,21.03,-43.37113888024943,21.03,81.11585483068977
21.045,-176.33991329644076,21.045,-38.61042718472317,21.045,81.42495753762732
21.06,-176.55812627048002,21.06,-31.056660972313885,21.06,81.74403652870576
21.075,-176.7855023460394,21.075,-24.968761026673626,21.075,81.91594966034748
21.09,-177.1364458885604,21.09,-16.980278628146042,21.09,81.85957195692183
21.105,-177.5057783031757,21.105,-11.563918307089192,21.105,81.7079855277775
21.12,-177.91786649470475,21.12,-6.609901352570749,21.12,81.49741239473279
21.135,-178.49407448692048,21.135,-1.206273197219224,21.135,81.33261032650658
21.15,-178.6661595188973,21.15,0.8482501992057102,21.15,81.47226307700356
21.165,-178.4939866700487,21.165,0.8830462716719494,21.165,81.38111656120859
21.18,-178.37863063830926,21.18,0.9117777155676439,21.18,81.17419291442624
21.195,-178.26877623496586,21.195,0.9275665000880009,21.195,81.01301070915225
21.21,-178.18342371072865,21.21,0.9038139348412157,21.21,80.80524947269768
21.225,-178.1658604295084,21.225,0.8977360950608532,21.225,80.71929158546146
21.24,-178.12472793373482,21.24,0.8952914478337042,21.24,80.76238129488975
