# Label: Avanti Sensor 1: Pitch 1 Sampling frequency: 6.666667e+001 Number of points: 4158 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Label: Avanti Sensor 1: Roll 1 Sampling frequency: 6.666667e+001 Number of points: 4158 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Label: Avanti Sensor 1: Yaw 1 Sampling frequency: 6.666667e+001 Number of points: 4158 X start: 0.000000e+000 Unit: degrees Domain Unit: s
# Start Trigger Method: None
# Stop Trigger Method: None
# Use Camera: NO
# Video File Path: 
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
# System Gain: 1.000000e+000
# A/D card Gain: 1.000000e+000
# Bit Resolution: -1.000000e+000
# Bias: 0.000000e+000
# High pass cutoff frequency: 0.000000e+000
# Low pass cutoff frequency: 0.000000e+000
X [s],Avanti Sensor 1: Pitch 1 [degrees],Avanti Sensor 1: Roll 1 [degrees],Avanti Sensor 1: Yaw 1 [degrees]
3.168000e+001,-4.071016e+001,-8.704588e+001,1.234846e+001
3.169500e+001,-4.106651e+001,-8.702585e+001,1.327752e+001
3.171000e+001,-4.144224e+001,-8.698177e+001,1.447169e+001
3.172500e+001,-4.111523e+001,-8.709022e+001,1.530723e+001
3.174000e+001,-4.143187e+001,-8.714510e+001,1.644090e+001
3.175500e+001,-4.181163e+001,-8.725562e+001,1.776702e+001
3.177000e+001,-4.294117e+001,-8.730435e+001,1.934592e+001
3.178500e+001,-4.243799e+001,-8.729166e+001,1.938268e+001
3.180000e+001,-4.419810e+001,-8.729452e+001,2.131604e+001
3.181500e+001,-4.320702e+001,-8.725873e+001,2.055041e+001
3.183000e+001,-4.544247e+001,-8.733831e+001,2.265619e+001
3.184500e+001,-5.593185e+001,-8.778505e+001,3.291366e+001
3.186000e+001,-8.285884e+001,-8.815200e+001,5.911621e+001
3.187500e+001,-1.054023e+002,-8.812961e+001,8.099430e+001
3.189000e+001,-1.206879e+002,-8.787089e+001,9.559345e+001
3.190500e+001,-1.385726e+002,-8.723852e+001,1.126092e+002
3.192000e+001,-1.464828e+002,-8.655034e+001,1.200493e+002
3.193500e+001,-1.532104e+002,-8.564701e+001,1.262826e+002
3.195000e+001,-1.557758e+002,-8.523050e+001,1.285887e+002
3.196500e+001,-1.578595e+002,-8.488409e+001,1.304051e+002
3.198000e+001,-1.590395e+002,-8.430163e+001,1.312540e+002
3.199500e+001,-1.622215e+002,-8.325877e+001,1.340962e+002
3.201000e+001,-1.662425e+002,-8.154749e+001,1.364634e+002
3.202500e+001,-1.672020e+002,-8.119148e+001,1.360849e+002
3.204000e+001,-1.677830e+002,-8.054565e+001,1.361631e+002
3.205500e+001,-1.686583e+002,-7.968517e+001,1.371855e+002
3.207000e+001,-1.697210e+002,-7.881682e+001,1.384857e+002
3.208500e+001,-1.702636e+002,-7.791752e+001,1.393891e+002
3.210000e+001,-1.702051e+002,-7.760995e+001,1.396485e+002
3.211500e+001,-1.704669e+002,-7.751234e+001,1.405528e+002
3.213000e+001,-1.704234e+002,-7.718498e+001,1.413794e+002
3.214500e+001,-1.705062e+002,-7.676520e+001,1.426629e+002
3.216000e+001,-1.715032e+002,-7.605728e+001,1.455491e+002
3.217500e+001,-1.719674e+002,-7.549320e+001,1.474663e+002
3.219000e+001,-1.728796e+002,-7.397855e+001,1.502897e+002
3.220500e+001,-1.738770e+002,-7.293915e+001,1.525748e+002
3.222000e+001,-1.744171e+002,-7.102474e+001,1.544738e+002
3.223500e+001,-1.747164e+002,-6.939316e+001,1.555368e+002
3.225000e+001,-1.752361e+002,-6.773438e+001,1.566396e+002
3.226500e+001,-1.759128e+002,-6.539614e+001,1.579722e+002
3.228000e+001,-1.765683e+002,-6.288524e+001,1.591353e+002
3.229500e+001,-1.776111e+002,-5.364373e+001,1.611651e+002
3.231000e+001,-1.777339e+002,-4.490061e+001,1.619298e+002
3.232500e+001,-1.776664e+002,-3.692467e+001,1.621208e+002
3.234000e+001,-1.777103e+002,-2.866100e+001,1.620741e+002
3.235500e+001,-1.778932e+002,-2.401400e+001,1.621009e+002
3.237000e+001,-1.784815e+002,-1.990982e+001,1.622783e+002
3.238500e+001,-1.788838e+002,-1.809521e+001,1.624515e+002
3.240000e+001,-1.790087e+002,-1.677586e+001,1.626119e+002
3.241500e+001,-1.789902e+002,-1.504820e+001,1.627747e+002
3.243000e+001,-1.789575e+002,-1.343828e+001,1.629110e+002
3.244500e+001,-1.788436e+002,-1.045304e+001,1.631114e+002
3.246000e+001,-1.784963e+002,-7.754324e+000,1.632668e+002
3.247500e+001,-1.781268e+002,-4.674325e+000,1.634857e+002
3.249000e+001,-1.785506e+002,-3.333160e+000,1.636385e+002
3.250500e+001,-1.784315e+002,-3.141608e+000,1.635812e+002
3.252000e+001,-1.781993e+002,-3.154808e+000,1.635610e+002
3.253500e+001,-1.780425e+002,-3.082987e+000,1.635828e+002
3.255000e+001,-1.779052e+002,-2.898294e+000,1.637030e+002
3.256500e+001,-1.780620e+002,-2.458745e+000,1.638575e+002
3.258000e+001,-1.794309e+002,8.025342e-002,1.639467e+002
3.259500e+001,-1.790623e+002,-8.746687e-001,1.642416e+002
3.261000e+001,-1.790214e+002,-8.436597e-001,1.644868e+002
3.262500e+001,-1.789480e+002,-8.473111e-001,1.648312e+002
3.264000e+001,-1.788747e+002,-8.440408e-001,1.651134e+002
3.265500e+001,-1.788282e+002,-8.375274e-001,1.655036e+002
3.267000e+001,-1.788304e+002,-8.155696e-001,1.657220e+002
3.268500e+001,-1.788228e+002,-7.989262e-001,1.658092e+002
3.270000e+001,-1.788284e+002,-7.807163e-001,1.659267e+002
3.271500e+001,-1.787807e+002,-7.778782e-001,1.660611e+002
3.273000e+001,-1.787241e+002,-7.739281e-001,1.663044e+002
3.274500e+001,-1.787000e+002,-7.938502e-001,1.665755e+002
3.276000e+001,-1.786779e+002,-7.608597e-001,1.669144e+002
3.277500e+001,-1.783531e+002,-8.472468e-001,1.676670e+002
3.279000e+001,-1.773185e+002,-8.545936e-001,1.682057e+002
3.280500e+001,-1.766554e+002,-8.707846e-001,1.688423e+002
3.282000e+001,-1.772428e+002,-8.732118e-001,1.692566e+002
3.283500e+001,-1.783601e+002,-8.389469e-001,1.696962e+002
3.285000e+001,-1.782794e+002,-8.621110e-001,1.699545e+002
3.286500e+001,-1.774560e+002,-8.889127e-001,1.701505e+002
3.288000e+001,-1.768675e+002,-9.011607e-001,1.703097e+002
3.289500e+001,-1.772893e+002,-8.838775e-001,1.703650e+002
3.291000e+001,-1.782290e+002,-8.384410e-001,1.704511e+002
3.292500e+001,-1.781258e+002,-8.519285e-001,1.705329e+002
3.294000e+001,-1.773963e+002,-8.463497e-001,1.706306e+002
3.295500e+001,-1.769830e+002,-8.375641e-001,1.707045e+002
3.297000e+001,-1.774293e+002,-8.388074e-001,1.707548e+002
3.298500e+001,-1.782014e+002,-7.791741e-001,1.708383e+002
3.300000e+001,-1.779735e+002,-7.910439e-001,1.709124e+002
3.301500e+001,-1.772963e+002,-8.111944e-001,1.709716e+002
3.303000e+001,-1.770733e+002,-7.970796e-001,1.710447e+002
3.304500e+001,-1.775809e+002,-7.820411e-001,1.710743e+002
3.306000e+001,-1.781291e+002,-7.495793e-001,1.711529e+002
3.307500e+001,-1.777567e+002,-7.618175e-001,1.712492e+002
3.309000e+001,-1.771352e+002,-7.563342e-001,1.713400e+002
3.310500e+001,-1.772919e+002,-7.620165e-001,1.713768e+002
3.312000e+001,-1.778341e+002,-7.370150e-001,1.714147e+002
3.313500e+001,-1.779458e+002,-7.248651e-001,1.714664e+002
3.315000e+001,-1.774523e+002,-7.209445e-001,1.715342e+002
3.316500e+001,-1.772297e+002,-7.237876e-001,1.715994e+002
3.318000e+001,-1.776604e+002,-6.968428e-001,1.716514e+002
3.319500e+001,-1.780061e+002,-6.923179e-001,1.717009e+002
3.321000e+001,-1.776240e+002,-6.877928e-001,1.717726e+002
3.322500e+001,-1.772720e+002,-6.945570e-001,1.718506e+002
3.324000e+001,-1.775298e+002,-6.652546e-001,1.719333e+002
3.325500e+001,-1.779229e+002,-6.501625e-001,1.719927e+002
3.327000e+001,-1.777749e+002,-6.418996e-001,1.720565e+002
3.328500e+001,-1.774018e+002,-6.497954e-001,1.720868e+002
3.330000e+001,-1.773542e+002,-6.403848e-001,1.721185e+002
3.331500e+001,-1.777731e+002,-6.210165e-001,1.722062e+002
3.333000e+001,-1.779103e+002,-6.057291e-001,1.722487e+002
3.334500e+001,-1.775709e+002,-6.010986e-001,1.723227e+002
3.336000e+001,-1.773525e+002,-6.091552e-001,1.723747e+002
3.337500e+001,-1.775277e+002,-5.884320e-001,1.723802e+002
3.339000e+001,-1.778575e+002,-5.724473e-001,1.724363e+002
3.340500e+001,-1.778375e+002,-5.739427e-001,1.724644e+002
3.342000e+001,-1.774842e+002,-5.694659e-001,1.725181e+002
3.343500e+001,-1.774031e+002,-5.711297e-001,1.725557e+002
3.345000e+001,-1.776372e+002,-5.535960e-001,1.726053e+002
3.346500e+001,-1.778293e+002,-5.412232e-001,1.726460e+002
3.348000e+001,-1.777713e+002,-5.358029e-001,1.726682e+002
3.349500e+001,-1.774803e+002,-5.322670e-001,1.727311e+002
3.351000e+001,-1.774955e+002,-5.302199e-001,1.727810e+002
3.352500e+001,-1.777392e+002,-5.154603e-001,1.727928e+002
3.354000e+001,-1.777527e+002,-5.151396e-001,1.727966e+002
3.355500e+001,-1.776030e+002,-5.148970e-001,1.728295e+002
3.357000e+001,-1.775014e+002,-5.106205e-001,1.728571e+002
3.358500e+001,-1.776777e+002,-4.990804e-001,1.728819e+002
3.360000e+001,-1.777303e+002,-4.946134e-001,1.729285e+002
3.361500e+001,-1.775953e+002,-4.949826e-001,1.729657e+002
3.363000e+001,-1.774967e+002,-4.907167e-001,1.729803e+002
3.364500e+001,-1.776770e+002,-4.802274e-001,1.730320e+002
3.366000e+001,-1.777219e+002,-4.758296e-001,1.730476e+002
3.367500e+001,-1.775658e+002,-4.676638e-001,1.730948e+002
3.369000e+001,-1.775586e+002,-4.607335e-001,1.731314e+002
3.370500e+001,-1.776978e+002,-4.486864e-001,1.731919e+002
3.372000e+001,-1.776696e+002,-4.426187e-001,1.732575e+002
3.373500e+001,-1.775610e+002,-4.367129e-001,1.733131e+002
3.375000e+001,-1.776283e+002,-4.241243e-001,1.733822e+002
3.376500e+001,-1.777054e+002,-4.222333e-001,1.734194e+002
3.378000e+001,-1.776237e+002,-4.249982e-001,1.734606e+002
3.379500e+001,-1.775709e+002,-4.212849e-001,1.735141e+002
3.381000e+001,-1.776512e+002,-4.141093e-001,1.735450e+002
3.382500e+001,-1.776585e+002,-4.025775e-001,1.736403e+002
3.384000e+001,-1.775780e+002,-4.042753e-001,1.736944e+002
3.385500e+001,-1.776298e+002,-3.949966e-001,1.737597e+002
3.387000e+001,-1.776762e+002,-3.909231e-001,1.738243e+002
3.388500e+001,-1.776221e+002,-3.865657e-001,1.738820e+002
3.390000e+001,-1.776146e+002,-3.792206e-001,1.739728e+002
3.391500e+001,-1.776772e+002,-3.698642e-001,1.740362e+002
3.393000e+001,-1.776281e+002,-3.693895e-001,1.740919e+002
3.394500e+001,-1.776015e+002,-3.714318e-001,1.741317e+002
3.396000e+001,-1.776574e+002,-3.596613e-001,1.742220e+002
3.397500e+001,-1.776409e+002,-3.547572e-001,1.742777e+002
3.399000e+001,-1.776044e+002,-3.522717e-001,1.743047e+002
3.400500e+001,-1.776395e+002,-3.477054e-001,1.743570e+002
3.402000e+001,-1.776418e+002,-3.471663e-001,1.744191e+002
3.403500e+001,-1.775937e+002,-3.457530e-001,1.744770e+002
3.405000e+001,-1.776339e+002,-3.445960e-001,1.745315e+002
3.406500e+001,-1.776559e+002,-3.420356e-001,1.745871e+002
3.408000e+001,-1.776097e+002,-3.320087e-001,1.746374e+002
3.409500e+001,-1.776331e+002,-3.290227e-001,1.746578e+002
3.411000e+001,-1.776572e+002,-3.220544e-001,1.746791e+002
3.412500e+001,-1.776272e+002,-3.165209e-001,1.746964e+002
3.414000e+001,-1.776381e+002,-3.137597e-001,1.747233e+002
3.415500e+001,-1.776558e+002,-3.092478e-001,1.747256e+002
3.417000e+001,-1.776331e+002,-3.062002e-001,1.747630e+002
3.418500e+001,-1.776341e+002,-2.974558e-001,1.748248e+002
3.420000e+001,-1.776530e+002,-2.948822e-001,1.748646e+002
3.421500e+001,-1.776325e+002,-2.917238e-001,1.749174e+002
3.423000e+001,-1.776387e+002,-2.925598e-001,1.749343e+002
3.424500e+001,-1.776452e+002,-2.902328e-001,1.750044e+002
3.426000e+001,-1.776456e+002,-2.812479e-001,1.750829e+002
3.427500e+001,-1.776435e+002,-2.787483e-001,1.751377e+002
3.429000e+001,-1.776479e+002,-2.800926e-001,1.751879e+002
3.430500e+001,-1.776492e+002,-2.830912e-001,1.752121e+002
3.432000e+001,-1.776494e+002,-2.838849e-001,1.752255e+002
3.433500e+001,-1.776521e+002,-2.810319e-001,1.752667e+002
3.435000e+001,-1.776499e+002,-2.776785e-001,1.752727e+002
3.436500e+001,-1.776313e+002,-2.742164e-001,1.753097e+002
3.438000e+001,-1.776340e+002,-2.714195e-001,1.753108e+002
3.439500e+001,-1.776166e+002,-2.691914e-001,1.753375e+002
3.441000e+001,-1.776172e+002,-2.674096e-001,1.753766e+002
3.442500e+001,-1.776205e+002,-2.654529e-001,1.753983e+002
3.444000e+001,-1.776173e+002,-2.625374e-001,1.753953e+002
3.445500e+001,-1.776169e+002,-2.623790e-001,1.753934e+002
3.447000e+001,-1.776151e+002,-2.600518e-001,1.754287e+002
3.448500e+001,-1.776203e+002,-2.563869e-001,1.754250e+002
3.450000e+001,-1.776246e+002,-2.538977e-001,1.754379e+002
3.451500e+001,-1.776306e+002,-2.494987e-001,1.754612e+002
3.453000e+001,-1.776319e+002,-2.475122e-001,1.754708e+002
3.454500e+001,-1.776285e+002,-2.434946e-001,1.755026e+002
3.456000e+001,-1.776360e+002,-2.366789e-001,1.755304e+002
3.457500e+001,-1.776373e+002,-2.332441e-001,1.755795e+002
3.459000e+001,-1.776354e+002,-2.301977e-001,1.756076e+002
3.460500e+001,-1.776383e+002,-2.276220e-001,1.756145e+002
3.462000e+001,-1.776455e+002,-2.262617e-001,1.756201e+002
3.463500e+001,-1.776456e+002,-2.254029e-001,1.756396e+002
3.465000e+001,-1.778960e+002,-1.932144e-001,1.754774e+002
3.466500e+001,-1.781567e+002,-1.654441e-001,1.752445e+002
3.468000e+001,-1.779924e+002,-1.428940e-001,1.748398e+002
3.469500e+001,-1.780027e+002,-9.062669e-002,1.743835e+002
3.471000e+001,-1.780795e+002,-5.801149e-002,1.737614e+002
3.472500e+001,-1.780981e+002,-6.827895e-002,1.728639e+002
3.474000e+001,-1.778839e+002,4.058021e-003,1.723576e+002
3.475500e+001,-1.777330e+002,-4.977261e-003,1.716245e+002
3.477000e+001,-1.776786e+002,-2.061899e-002,1.710403e+002
3.478500e+001,-1.777908e+002,3.794645e-002,1.706216e+002
3.480000e+001,-1.776586e+002,2.481156e-003,1.688938e+002
3.481500e+001,-1.776939e+002,6.116853e-002,1.688401e+002
3.483000e+001,-1.777179e+002,7.406796e-002,1.687402e+002
3.484500e+001,-1.777433e+002,4.127412e-002,1.686924e+002
3.486000e+001,-1.778079e+002,5.931716e-002,1.691213e+002
3.487500e+001,-1.777791e+002,2.004501e-002,1.694086e+002
3.489000e+001,-1.777240e+002,1.665478e-001,1.695307e+002
3.490500e+001,-1.776768e+002,8.142107e-001,1.694816e+002
3.492000e+001,-1.776631e+002,1.470857e+000,1.693461e+002
3.493500e+001,-1.776544e+002,2.033554e+000,1.692556e+002
3.495000e+001,-1.777182e+002,2.426433e+000,1.692988e+002
3.496500e+001,-1.778080e+002,2.834410e+000,1.693780e+002
3.498000e+001,-1.778940e+002,3.221256e+000,1.696270e+002
3.499500e+001,-1.779110e+002,3.891404e+000,1.698227e+002
3.501000e+001,-1.778586e+002,4.826833e+000,1.699710e+002
3.502500e+001,-1.778935e+002,5.809219e+000,1.701345e+002
3.504000e+001,-1.780231e+002,6.622352e+000,1.702518e+002
3.505500e+001,-1.781924e+002,7.787547e+000,1.706659e+002
3.507000e+001,-1.782377e+002,8.816272e+000,1.711437e+002
3.508500e+001,-1.783175e+002,1.049234e+001,1.714229e+002
3.510000e+001,-1.787783e+002,1.183724e+001,1.708864e+002
3.511500e+001,-1.794829e+002,1.307688e+001,1.698928e+002
3.513000e+001,1.797026e+002,1.463476e+001,1.687480e+002
3.514500e+001,1.793748e+002,1.581179e+001,1.685432e+002
3.516000e+001,1.790353e+002,1.736120e+001,1.683721e+002
3.517500e+001,1.787737e+002,1.825556e+001,1.681623e+002
3.519000e+001,1.783815e+002,1.918145e+001,1.675377e+002
3.520500e+001,1.782670e+002,1.971117e+001,1.670725e+002
3.522000e+001,1.781571e+002,2.050917e+001,1.663431e+002
3.523500e+001,1.778993e+002,2.192669e+001,1.647679e+002
3.525000e+001,1.776090e+002,2.332681e+001,1.633500e+002
3.526500e+001,1.774204e+002,2.502526e+001,1.623229e+002
3.528000e+001,1.774727e+002,2.612593e+001,1.622062e+002
3.529500e+001,1.775670e+002,2.730951e+001,1.622753e+002
3.531000e+001,1.778021e+002,2.897746e+001,1.625668e+002
3.532500e+001,1.783404e+002,3.026401e+001,1.630187e+002
3.534000e+001,1.792592e+002,3.230738e+001,1.636495e+002
3.535500e+001,1.797468e+002,3.480098e+001,1.639474e+002
3.537000e+001,1.797504e+002,3.932195e+001,1.639776e+002
3.538500e+001,1.798323e+002,4.666630e+001,1.639311e+002
3.540000e+001,-1.797833e+002,5.192008e+001,1.641713e+002
3.541500e+001,-1.789751e+002,5.870172e+001,1.648045e+002
3.543000e+001,-1.782482e+002,6.367910e+001,1.655402e+002
3.544500e+001,-1.770672e+002,6.958807e+001,1.671529e+002
3.546000e+001,-1.756200e+002,7.364837e+001,1.690535e+002
3.547500e+001,-1.722944e+002,7.786251e+001,1.728781e+002
3.549000e+001,-1.572286e+002,8.370892e+001,-1.713642e+002
3.550500e+001,-1.147994e+002,8.671389e+001,-1.284863e+002
3.552000e+001,-4.146866e+001,8.476905e+001,-5.470504e+001
3.553500e+001,-2.685983e+001,8.205265e+001,-3.992229e+001
3.555000e+001,-1.904833e+001,7.926157e+001,-3.204273e+001
3.556500e+001,-1.209525e+001,7.562357e+001,-2.520565e+001
3.558000e+001,-8.178374e+000,7.262160e+001,-2.149072e+001
3.559500e+001,-4.630816e+000,6.945834e+001,-1.815180e+001
3.561000e+001,-3.031482e+000,6.830313e+001,-1.646378e+001
3.562500e+001,-3.787345e+000,6.689555e+001,-1.683936e+001
3.564000e+001,-4.682639e+000,6.480625e+001,-1.714242e+001
3.565500e+001,-4.760865e+000,6.279615e+001,-1.690084e+001
3.567000e+001,-4.679476e+000,6.037056e+001,-1.654391e+001
3.568500e+001,-4.630295e+000,5.865941e+001,-1.628090e+001
3.570000e+001,-4.690955e+000,5.652608e+001,-1.602278e+001
3.571500e+001,-4.431767e+000,5.330082e+001,-1.531069e+001
3.573000e+001,-4.221847e+000,4.987719e+001,-1.420102e+001
3.574500e+001,-4.315232e+000,4.658765e+001,-1.294614e+001
3.576000e+001,-4.358535e+000,4.486350e+001,-1.240806e+001
3.577500e+001,-3.971004e+000,4.278377e+001,-1.173672e+001
3.579000e+001,-3.753022e+000,4.087320e+001,-1.133432e+001
3.580500e+001,-3.259155e+000,3.761807e+001,-1.075096e+001
3.582000e+001,-3.023686e+000,3.513894e+001,-1.052594e+001
3.583500e+001,-2.939881e+000,3.284690e+001,-1.046308e+001
3.585000e+001,-2.788512e+000,3.009554e+001,-1.050935e+001
3.586500e+001,-2.682519e+000,2.841750e+001,-1.056589e+001
3.588000e+001,-2.549808e+000,2.699418e+001,-1.064185e+001
3.589500e+001,-2.407956e+000,2.634120e+001,-1.073197e+001
3.591000e+001,-2.353050e+000,2.561321e+001,-1.081098e+001
3.592500e+001,-2.262798e+000,2.446320e+001,-1.084006e+001
3.594000e+001,-2.176333e+000,2.323581e+001,-1.084315e+001
3.595500e+001,-1.999283e+000,2.173636e+001,-1.079029e+001
3.597000e+001,-1.915395e+000,2.116151e+001,-1.075149e+001
3.598500e+001,-1.837760e+000,2.077004e+001,-1.076803e+001
3.600000e+001,-1.749157e+000,2.029107e+001,-1.080445e+001
3.601500e+001,-1.691809e+000,1.998115e+001,-1.082679e+001
3.603000e+001,-1.625016e+000,1.964677e+001,-1.087003e+001
3.604500e+001,-1.593661e+000,1.945494e+001,-1.085406e+001
3.606000e+001,-1.575069e+000,1.923115e+001,-1.081333e+001
3.607500e+001,-1.556993e+000,1.902860e+001,-1.075486e+001
3.609000e+001,-1.466605e+000,1.853411e+001,-1.075923e+001
3.610500e+001,-4.949418e-001,1.290579e+001,-1.133663e+001
3.612000e+001,-2.124159e-001,4.805356e+000,-1.185414e+001
3.613500e+001,5.542050e-003,-2.018478e+000,-1.160165e+001
3.615000e+001,1.061770e-001,-2.289197e+000,-1.154341e+001
3.616500e+001,1.276669e-001,-2.257976e+000,-1.145956e+001
3.618000e+001,1.128317e-001,-2.251180e+000,-1.148261e+001
3.619500e+001,8.425163e-002,-2.228269e+000,-1.157337e+001
3.621000e+001,6.294084e-002,-2.209450e+000,-1.172753e+001
3.622500e+001,4.041233e-002,-2.213640e+000,-1.183920e+001
3.624000e+001,8.176487e-003,-2.192562e+000,-1.197775e+001
3.625500e+001,7.485891e-003,-2.170557e+000,-1.204780e+001
3.627000e+001,5.091956e-003,-2.152760e+000,-1.206767e+001
3.628500e+001,-5.228535e-003,-2.128679e+000,-1.211417e+001
3.630000e+001,-1.360486e-002,-2.103034e+000,-1.217204e+001
3.631500e+001,-1.957884e-002,-2.053900e+000,-1.220555e+001
3.633000e+001,-2.474758e-002,-1.980789e+000,-1.225084e+001
3.634500e+001,-2.017533e-002,-1.933144e+000,-1.228516e+001
3.636000e+001,-1.568073e-002,-1.877091e+000,-1.235543e+001
3.637500e+001,-2.907656e-002,-1.852052e+000,-1.239434e+001
3.639000e+001,-1.612097e-001,-1.639163e+000,-1.219057e+001
3.640500e+001,-3.263048e-001,-1.484371e+000,-1.187467e+001
3.642000e+001,-5.952604e-001,-1.362172e+000,-1.160364e+001
3.643500e+001,-1.596001e+000,-2.379333e+000,-1.172877e+001
3.645000e+001,-1.471024e+000,-2.182464e+000,-1.179602e+001
3.646500e+001,-1.336246e+000,-2.172041e+000,-1.186275e+001
3.648000e+001,-1.300820e+000,-2.145338e+000,-1.193231e+001
3.649500e+001,-1.280982e+000,-2.107424e+000,-1.200590e+001
3.651000e+001,-1.276318e+000,-2.089276e+000,-1.201142e+001
3.652500e+001,-1.278687e+000,-2.074609e+000,-1.205272e+001
3.654000e+001,-1.260445e+000,-2.035088e+000,-1.209884e+001
3.655500e+001,-1.261279e+000,-2.020657e+000,-1.213872e+001
3.657000e+001,-1.254731e+000,-1.992716e+000,-1.219236e+001
3.658500e+001,-1.252388e+000,-1.980935e+000,-1.220622e+001
3.660000e+001,-1.249726e+000,-1.967006e+000,-1.224307e+001
3.661500e+001,-1.241640e+000,-1.944955e+000,-1.228626e+001
3.663000e+001,-1.235308e+000,-1.928543e+000,-1.229978e+001
3.664500e+001,-1.229242e+000,-1.908056e+000,-1.234756e+001
3.666000e+001,-1.225323e+000,-1.889501e+000,-1.240039e+001
3.667500e+001,-1.224527e+000,-1.863113e+000,-1.247694e+001
3.669000e+001,-1.222719e+000,-1.850843e+000,-1.253265e+001
3.670500e+001,-1.215934e+000,-1.834970e+000,-1.258762e+001
3.672000e+001,-1.211568e+000,-1.806826e+000,-1.262826e+001
3.673500e+001,-1.207893e+000,-1.793850e+000,-1.267548e+001
3.675000e+001,-1.207281e+000,-1.770589e+000,-1.274970e+001
3.676500e+001,-1.205592e+000,-1.754715e+000,-1.281320e+001
3.678000e+001,-1.201326e+000,-1.738121e+000,-1.287342e+001
3.679500e+001,-1.197422e+000,-1.724796e+000,-1.291267e+001
3.681000e+001,-1.191989e+000,-1.706608e+000,-1.294517e+001
3.682500e+001,-1.191512e+000,-1.681863e+000,-1.301232e+001
3.684000e+001,-1.187059e+000,-1.665439e+000,-1.303078e+001
3.685500e+001,-1.183383e+000,-1.655407e+000,-1.305606e+001
3.687000e+001,-1.175348e+000,-1.638568e+000,-1.310784e+001
3.688500e+001,-1.175673e+000,-1.625591e+000,-1.314063e+001
3.690000e+001,-1.173958e+000,-1.605790e+000,-1.319715e+001
3.691500e+001,-1.170915e+000,-1.591342e+000,-1.322959e+001
3.693000e+001,-1.163951e+000,-1.577247e+000,-1.329398e+001
3.694500e+001,-1.159616e+000,-1.564094e+000,-1.331810e+001
3.696000e+001,-1.153043e+000,-1.550888e+000,-1.334743e+001
3.697500e+001,-1.151835e+000,-1.532333e+000,-1.337344e+001
3.699000e+001,-1.147262e+000,-1.518124e+000,-1.341251e+001
3.700500e+001,-1.149110e+000,-1.502882e+000,-1.348824e+001
3.702000e+001,-1.150838e+000,-1.495860e+000,-1.354034e+001
3.703500e+001,-1.149589e+000,-1.481150e+000,-1.359572e+001
3.705000e+001,-1.139984e+000,-1.466043e+000,-1.362683e+001
3.706500e+001,-1.131387e+000,-1.453584e+000,-1.363314e+001
3.708000e+001,-1.124670e+000,-1.439974e+000,-1.366406e+001
3.709500e+001,-1.122275e+000,-1.428818e+000,-1.371686e+001
3.711000e+001,-1.119833e+000,-1.416355e+000,-1.380309e+001
3.712500e+001,-1.121510e+000,-1.402299e+000,-1.383286e+001
3.714000e+001,-1.121212e+000,-1.394500e+000,-1.383538e+001
3.715500e+001,-1.110876e+000,-1.381012e+000,-1.383429e+001
3.717000e+001,-1.110859e+000,-1.372915e+000,-1.385043e+001
3.718500e+001,-1.104111e+000,-1.363684e+000,-1.390259e+001
3.720000e+001,-1.098081e+000,-1.343859e+000,-1.392137e+001
3.721500e+001,-1.097998e+000,-1.336091e+000,-1.396914e+001
3.723000e+001,-1.099057e+000,-1.326080e+000,-1.400126e+001
3.724500e+001,-1.095658e+000,-1.313408e+000,-1.402882e+001
3.726000e+001,-1.094578e+000,-1.302181e+000,-1.405816e+001
3.727500e+001,-1.093331e+000,-1.287447e+000,-1.408571e+001
3.729000e+001,-1.092025e+000,-1.277564e+000,-1.411747e+001
3.730500e+001,-1.095490e+000,-1.266304e+000,-1.416788e+001
3.732000e+001,-1.095269e+000,-1.255452e+000,-1.420180e+001
3.733500e+001,-1.093581e+000,-1.245413e+000,-1.424744e+001
3.735000e+001,-1.091155e+000,-1.235212e+000,-1.427925e+001
3.736500e+001,-1.085549e+000,-1.222851e+000,-1.433866e+001
3.738000e+001,-1.083739e+000,-1.215421e+000,-1.436016e+001
3.739500e+001,-1.081011e+000,-1.207996e+000,-1.438779e+001
3.741000e+001,-1.081205e+000,-1.202561e+000,-1.442539e+001
3.742500e+001,-1.085193e+000,-1.192665e+000,-1.448197e+001
3.744000e+001,-1.089495e+000,-1.173656e+000,-1.454977e+001
3.745500e+001,-1.083959e+000,-1.160989e+000,-1.458304e+001
3.747000e+001,-1.083632e+000,-1.153078e+000,-1.458401e+001
3.748500e+001,-1.073219e+000,-1.141203e+000,-1.459320e+001
3.750000e+001,-1.074293e+000,-1.134797e+000,-1.461209e+001
3.751500e+001,-1.077288e+000,-1.123741e+000,-1.462784e+001
3.753000e+001,-1.079297e+000,-1.113360e+000,-1.462906e+001
